,university,career,inscription_date,last_name,first_name,gender,age,location,email,postal_code
927,universidad tecnológica nacional,medicina,2020-09-30,miss debra foster,nan,female,97.0,chamical,pprice@yahoo.com,5380
928,universidad tecnológica nacional,contador público,2020-11-27,timothy cervantes,nan,male,47.0,peyrano,davidbenson@gmail.com,2113
929,universidad tecnológica nacional,ciencias veterinarias,2020-11-05,dustin mclean,nan,male,114.0,desvio_kilometro_55,christopherblair@gmail.com,1981
930,universidad tecnológica nacional,licenciatura en psicología,2021-01-29,marvin cook,nan,male,72.0,maori,wprice@gmail.com,7633
931,universidad tecnológica nacional,arquitectura,2020-10-24,wendy glenn,nan,female,103.0,la_ribera,antonio54@hotmail.com,5734
932,universidad tecnológica nacional,diseño industrial,2020-09-10,melanie anderson,nan,female,100.0,colonia_el_potrero,michael16@gmail.com,2820
933,universidad tecnológica nacional,diseño industrial,2020-10-31,levi rios,nan,male,105.0,el_perdido_est_jose_guisasola,georgebenjamin@hotmail.com,8156
934,universidad tecnológica nacional,agronomía,2020-11-04,jennifer sanchez,nan,female,44.0,nonogasta,lauren35@yahoo.com,5372
935,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-21,jessica simpson,nan,female,31.0,sierra_de_la_ventana,dpollard@hotmail.com,8168
936,universidad tecnológica nacional,bioquímica,2020-09-08,kim gutierrez,nan,female,50.0,buena_vista,adrianhart@hotmail.com,3226
937,universidad tecnológica nacional,bioquímica,2020-09-08,kim gutierrez,nan,female,50.0,buena_vista,adrianhart@hotmail.com,4172
938,universidad tecnológica nacional,bioquímica,2020-09-08,kim gutierrez,nan,female,50.0,buena_vista,adrianhart@hotmail.com,5525
939,universidad tecnológica nacional,licenciatura en ciencia política,2021-01-31,richard harris,nan,male,100.0,barrancas_coloradas,kmiller@yahoo.com,6300
940,universidad tecnológica nacional,licenciatura en administración,2020-10-21,andrew gonzales,nan,male,99.0,9_de_julio,gilmorejon@gmail.com,3445
941,universidad tecnológica nacional,licenciatura en administración,2020-10-21,andrew gonzales,nan,male,99.0,9_de_julio,gilmorejon@gmail.com,3714
942,universidad tecnológica nacional,licenciatura en administración,2020-10-21,andrew gonzales,nan,male,99.0,9_de_julio,gilmorejon@gmail.com,5417
943,universidad tecnológica nacional,licenciatura en administración,2020-10-21,andrew gonzales,nan,male,99.0,9_de_julio,gilmorejon@gmail.com,5533
944,universidad tecnológica nacional,licenciatura en administración,2020-10-21,andrew gonzales,nan,male,99.0,9_de_julio,gilmorejon@gmail.com,5831
945,universidad tecnológica nacional,licenciatura en administración,2020-10-21,andrew gonzales,nan,male,99.0,9_de_julio,gilmorejon@gmail.com,6500
946,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-06,christopher newton,nan,male,53.0,barrio_el_molino,ericsmith@yahoo.com,6360
947,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-26,joanne hester,nan,female,42.0,agua_amarilla_la_hoyada,michael50@hotmail.com,4139
948,universidad tecnológica nacional,agronomía,2021-01-13,christine oliver,nan,female,102.0,canning,cisneroshenry@gmail.com,1804
949,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-14,heather hodge,nan,female,25.0,aurelia,vwilkins@hotmail.com,2318
950,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-07,allison acosta,nan,female,53.0,abasto,raylarsen@gmail.com,1903
951,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-26,michele lambert,nan,female,89.0,acheral,gordonmonica@gmail.com,4134
952,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-26,michele lambert,nan,female,89.0,acheral,gordonmonica@gmail.com,5260
953,universidad tecnológica nacional,técnico para bioterios,2020-12-20,anthony davenport,nan,male,49.0,kilometro_77,bradley90@gmail.com,1737
954,universidad tecnológica nacional,diseño industrial,2020-12-22,william blake,nan,male,97.0,calle_larga_vieja,logandonna@gmail.com,5605
955,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-15,travis moore,nan,male,75.0,caseros,charleswhitehead@hotmail.com,1678
956,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-15,travis moore,nan,male,75.0,caseros,charleswhitehead@hotmail.com,3262
957,universidad tecnológica nacional,licenciatura en sociología,2021-01-05,kevin atkinson,nan,male,114.0,buena_nueva,xharris@yahoo.com,5523
958,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-09,ryan roberts,nan,male,109.0,el_jumeal,nashjoel@hotmail.com,5365
959,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-03,david green,nan,male,29.0,olascoaga,waltonkevin@yahoo.com,6652
960,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-12,yvonne doyle,nan,female,38.0,godoy,zpark@gmail.com,2921
961,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-04,jose roberts,nan,male,34.0,bacacay,xpatel@gmail.com,3346
962,universidad tecnológica nacional,licenciatura en administración,2020-12-08,jeremy mccoy,nan,male,62.0,campo_horquesco,linda99@yahoo.com,2144
963,universidad tecnológica nacional,ingeniería en informática,2020-11-20,melissa smith,nan,female,34.0,abasto,mary46@yahoo.com,1903
964,universidad tecnológica nacional,farmacia,2020-12-17,sheri williams,nan,female,22.0,amadores,gmoore@hotmail.com,4716
965,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-05,denise williams,nan,female,59.0,agua_blanca,dannycross@yahoo.com,4168
966,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-05,denise williams,nan,female,59.0,agua_blanca,dannycross@yahoo.com,5301
967,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-05,denise williams,nan,female,59.0,agua_blanca,dannycross@yahoo.com,5471
968,universidad tecnológica nacional,licenciatura en administración,2020-12-01,samantha peterson,nan,female,82.0,rafael_calzada,marydeleon@yahoo.com,1847
969,universidad tecnológica nacional,bioquímica,2020-10-19,laura martinez,nan,female,114.0,colonia_san_manuel,valenzuelastephen@yahoo.com,3563
970,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-16,katelyn murphy,nan,female,86.0,berisso,drew81@hotmail.com,2848
971,universidad tecnológica nacional,contador público,2020-12-26,joseph li,nan,male,33.0,cañada_la_rica,reyeskenneth@yahoo.com,6625
972,universidad tecnológica nacional,medicina,2020-10-14,emily jones,nan,female,35.0,villa_ruiz,sallylopez@hotmail.com,6705
973,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-05,cynthia johnson,nan,female,94.0,campo_sabate,johnnyfuller@gmail.com,7245
974,universidad tecnológica nacional,medicina,2020-09-03,brett webb,nan,male,57.0,kilometro_374,ricardo56@yahoo.com,3446
975,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-22,sue dawson,nan,female,114.0,san_geronimo,frankespinoza@yahoo.com,2136
976,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-08,kristi hanson,nan,female,68.0,arana,lpratt@hotmail.com,1909
977,universidad tecnológica nacional,licenciatura en administración,2020-10-24,stephanie richardson,nan,female,114.0,dolores,vickiekim@gmail.com,7100
978,universidad tecnológica nacional,licenciatura en ciencia política,2021-01-22,peter price,nan,male,111.0,antiguyos,wstewart@gmail.com,4643
979,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,sharon davis,nan,female,101.0,aldea_santafecina,jamesbrandt@yahoo.com,3103
980,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-21,jody butler,nan,female,84.0,correntoso,peggy01@yahoo.com,8407
981,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-06,randy ingram,nan,male,75.0,est_jauregui_va_flandria,heather48@yahoo.com,6706
982,universidad tecnológica nacional,agronomía,2020-10-29,victoria young,nan,female,75.0,carapachay,kevinruiz@hotmail.com,1605
983,universidad tecnológica nacional,licenciatura en psicología,2020-10-10,eileen jimenez,nan,female,73.0,casbas,lalexander@yahoo.com,6417
984,universidad tecnológica nacional,ingeniería mecánica,2020-11-09,carlos chan,nan,male,39.0,garin,williamsjacob@yahoo.com,1619
985,universidad tecnológica nacional,licenciatura en administración,2021-01-02,cody coleman,nan,male,107.0,cavour,francomonica@gmail.com,3081
986,universidad tecnológica nacional,licenciatura en administración,2020-09-14,taylor allen,nan,female,16.0,balneario_chapalco,tyler30@hotmail.com,8132
987,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-27,stacy spears,nan,female,34.0,2_de_julio,mannheather@yahoo.com,3344
988,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-24,mark cannon,nan,male,33.0,garin,christopherwood@hotmail.com,1619
989,universidad tecnológica nacional,agronomía,2020-10-17,robert sanchez,nan,male,101.0,adela,jameswatson@hotmail.com,7136
990,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-12,tiffany black,nan,female,77.0,barcena,sandra90@hotmail.com,4616
991,universidad tecnológica nacional,licenciatura en administración,2020-09-19,kimberly simmons,nan,female,40.0,aldea_escolar,cjensen@yahoo.com,9203
992,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-21,sheila contreras,nan,female,80.0,san_jose,mario23@gmail.com,3016
993,universidad tecnológica nacional,actuario,2020-10-12,joseph stevens,nan,male,70.0,monte_chingolo,brownmichael@gmail.com,1825
994,universidad tecnológica nacional,ingeniería mecánica,2020-10-13,dawn patton,nan,female,22.0,escuela_agricola_don_bosco,justin18@hotmail.com,1815
995,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-12,april jackson,nan,female,113.0,agua_seballe,kathleenwaller@gmail.com,5721
996,universidad tecnológica nacional,ingeniería mecánica,2021-01-06,katherine bryant,nan,female,64.0,campo_garay,joshuasmith@hotmail.com,3066
997,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-23,shannon miller,nan,female,19.0,boulogne,daniellepope@yahoo.com,1609
998,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-23,elizabeth robinson,nan,female,85.0,el_gualicho,lperez@gmail.com,7200
999,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-15,timothy sanchez,nan,male,72.0,colonia_los_zapallos,sergiomcclure@hotmail.com,3003
1000,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-12,ashley moore,nan,female,29.0,jose_leon_suarez,alice12@hotmail.com,1655
1001,universidad tecnológica nacional,licenciatura en psicología,2020-10-08,lisa booth,nan,female,101.0,la_cañada,brianpatton@yahoo.com,5567
1002,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-07,jennifer murphy,nan,female,75.0,la_buana_moza,ehiggins@yahoo.com,2930
1003,universidad tecnológica nacional,licenciatura en artes,2020-12-21,april greene,nan,female,33.0,el_pimpollo,michaeldoyle@gmail.com,5717
1004,universidad tecnológica nacional,licenciatura en administración,2020-10-13,terri rodriguez,nan,female,91.0,colonia_los_bosques,burnsrichard@gmail.com,6018
1005,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-23,matthew garrett,nan,male,73.0,albigasta,pstone@yahoo.com,4231
1006,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-23,matthew garrett,nan,male,73.0,albigasta,pstone@yahoo.com,4235
1007,universidad tecnológica nacional,ingeniería electrónica,2020-11-27,lori vasquez,nan,female,70.0,adolfo_j_pomar,davisashley@gmail.com,3337
1008,universidad tecnológica nacional,licenciatura en psicología,2020-12-22,mary lester,nan,female,100.0,abipones,randerson@yahoo.com,3042
1009,universidad tecnológica nacional,licenciatura en psicología,2020-11-13,denise chen,nan,female,111.0,bellocq,courtneywilliams@yahoo.com,6535
1010,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-15,carol finley,nan,female,42.0,buena_vista,ahuber@hotmail.com,3226
1011,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-15,carol finley,nan,female,42.0,buena_vista,ahuber@hotmail.com,4172
1012,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-15,carol finley,nan,female,42.0,buena_vista,ahuber@hotmail.com,5525
1013,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-29,albert coleman,nan,male,93.0,el_olivo,humphreyheather@yahoo.com,6203
1014,universidad tecnológica nacional,licenciatura en administración,2020-09-20,michael williams,nan,male,92.0,allende,bryanallison@yahoo.com,3550
1015,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-12-04,lisa stone,nan,female,111.0,villa_numancia,michelle97@yahoo.com,1858
1016,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-17,bryan raymond,nan,male,101.0,alto_verde,kristin43@yahoo.com,2801
1017,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-17,bryan raymond,nan,male,101.0,alto_verde,kristin43@yahoo.com,3001
1018,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-17,bryan raymond,nan,male,101.0,alto_verde,kristin43@yahoo.com,4153
1019,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-17,bryan raymond,nan,male,101.0,alto_verde,kristin43@yahoo.com,4608
1020,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-12,scott morales,nan,male,112.0,almacen_cristian_schubert,cathylewis@hotmail.com,3111
1021,universidad tecnológica nacional,ingeniería electrónica,2020-09-26,jacqueline mason,nan,female,105.0,8_de_diciembre,harrismichele@hotmail.com,3450
1022,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-29,jeremy stevens,nan,male,99.0,gobernador_benegas,wheelerlori@gmail.com,5544
1023,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-05,christopher williams,nan,male,108.0,rawson,dwalker@gmail.com,6734
1024,universidad tecnológica nacional,contador público,2020-09-12,barbara morales,nan,female,67.0,la_querencia,olivereric@hotmail.com,2912
1025,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-05,mitchell byrd,nan,male,46.0,arbol_solo,xday@hotmail.com,3230
1026,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-05,mitchell byrd,nan,male,46.0,arbol_solo,xday@hotmail.com,3513
1027,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-09,dalton hodges dds,nan,male,26.0,isla,richardcarroll@yahoo.com,5873
1028,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-08,meredith gonzalez,nan,female,90.0,9_de_abril,johnlewis@yahoo.com,1776
1029,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-07,sarah rose,nan,female,44.0,agua_verde,keithpeters@gmail.com,4715
1030,universidad tecnológica nacional,bioquímica,2020-10-15,amy cannon,nan,female,88.0,barro_negro,garrettthomas@yahoo.com,4718
1031,universidad tecnológica nacional,técnico para bioterios,2020-12-17,charles powell,nan,male,104.0,colonia_celina,ericathomas@gmail.com,3113
1032,universidad tecnológica nacional,ingeniería mecánica,2020-11-13,lisa garza,nan,female,62.0,abra,nroth@gmail.com,3414
1033,universidad tecnológica nacional,ingeniería mecánica,2020-11-13,lisa garza,nan,female,62.0,abra,nroth@gmail.com,3427
1034,universidad tecnológica nacional,licenciatura en artes,2020-11-20,jacob simmons,nan,male,111.0,colonia_hardy,xpeterson@hotmail.com,3592
1035,universidad tecnológica nacional,agronomía,2021-01-25,gary gonzalez,nan,male,41.0,acostilla,barbara10@yahoo.com,4113
1036,universidad tecnológica nacional,agronomía,2021-01-25,gary gonzalez,nan,male,41.0,acostilla,barbara10@yahoo.com,4701
1037,universidad tecnológica nacional,contador público,2020-10-06,teresa torres,nan,female,75.0,arroyo_aleli,edwardwilson@gmail.com,2805
1038,universidad tecnológica nacional,contador público,2020-12-25,sonya macdonald,nan,female,39.0,francisco_madero,jmiller@yahoo.com,6472
1039,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-27,mary moran,nan,female,92.0,gente_grande,brookethomas@yahoo.com,8379
1040,universidad tecnológica nacional,técnico para bioterios,2020-09-17,jessica blevins,nan,female,58.0,balneario_atlantida,anthony25@hotmail.com,7607
1041,universidad tecnológica nacional,bioquímica,2020-10-31,steven smith,nan,male,110.0,caminera,msmith@hotmail.com,8370
1042,universidad tecnológica nacional,licenciatura en psicología,2020-09-04,tracy carlson,nan,male,16.0,colonia_valdez,richmonica@gmail.com,2115
1043,universidad tecnológica nacional,arquitectura,2020-11-18,michael hernandez,nan,male,23.0,16_de_julio,lindsey89@yahoo.com,7313
1044,universidad tecnológica nacional,ingeniería mecánica,2020-11-13,raymond aguirre,nan,male,91.0,barrio_villa_saladillo,johngriffin@gmail.com,7260
1045,universidad tecnológica nacional,ingeniería en informática,2020-10-30,jessica garcia,nan,female,72.0,9_de_julio_kilometro_20,keithrogers@hotmail.com,3380
1046,universidad tecnológica nacional,agronomía,2020-09-26,megan evans,nan,female,32.0,arsenal_de_guerra_san_lorenzo,townsendcharles@yahoo.com,2156
1047,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-17,levi reed,nan,male,28.0,colonia_matilde,hernandezjoseph@yahoo.com,3013
1048,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-18,margaret williams,nan,female,70.0,chamical,berrylynn@yahoo.com,5380
1049,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-03,jacob moran,nan,male,32.0,felicia,ashley94@hotmail.com,3087
1050,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-24,cassandra simpson,nan,female,44.0,barrio_ferri,hudsonmelissa@hotmail.com,5531
1051,universidad tecnológica nacional,contador público,2020-12-26,david jones,nan,male,23.0,bajo_de_los_sueldos,jacksontodd@yahoo.com,4151
1052,universidad tecnológica nacional,ciencias veterinarias,2020-11-08,kathleen edwards,nan,female,105.0,concepcion_del_bermejo,tracyross@hotmail.com,3708
1053,universidad tecnológica nacional,medicina,2020-10-15,jack williams,nan,male,91.0,aldea_san_antonio,walshkevin@hotmail.com,2826
1054,universidad tecnológica nacional,medicina,2020-10-15,jack williams,nan,male,91.0,aldea_san_antonio,walshkevin@hotmail.com,3117
1055,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-13,susan jackson,nan,female,105.0,arminda,alexander84@gmail.com,2119
1056,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,amber mason,nan,female,65.0,esc_nav_militar_rio_sant,deborahmontgomery@yahoo.com,1927
1057,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-27,richard ballard,nan,male,102.0,ambato,ianjackson@gmail.com,4711
1058,universidad tecnológica nacional,agronomía,2020-09-10,bruce ryan,nan,male,16.0,barrio_lencina,parkchristy@yahoo.com,5579
1059,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-17,anthony maynard,nan,male,68.0,campo_aristimuño,teresasalas@hotmail.com,6474
1060,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-19,cassandra reid,nan,female,26.0,alegre,daniel72@gmail.com,1987
1061,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-28,erica sanford,nan,female,60.0,general_guido,carlsonjason@hotmail.com,7118
1062,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-08,brian foster,nan,male,82.0,el_chumbeau,jstanton@yahoo.com,7263
1063,universidad tecnológica nacional,farmacia,2020-12-12,christopher lee,nan,male,71.0,almirante_brown,uramirez@yahoo.com,3366
1064,universidad tecnológica nacional,farmacia,2020-12-12,christopher lee,nan,male,71.0,almirante_brown,uramirez@yahoo.com,3701
1065,universidad tecnológica nacional,licenciatura en psicología,2020-10-23,david meadows,nan,male,56.0,favelli,meganlambert@yahoo.com,5636
1066,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-04,matthew carter,nan,male,62.0,general_rodriguez,brownanthony@gmail.com,1748
1067,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-13,april fernandez,nan,female,112.0,crotto,shieldskathryn@yahoo.com,7307
1068,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-15,robert castillo,nan,male,104.0,candioti,anthony33@gmail.com,3018
1069,universidad tecnológica nacional,ingeniería electrónica,2020-11-08,anthony bowen,nan,male,82.0,alegre,kaylaschmidt@hotmail.com,1987
1070,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-04,nicole stone,nan,female,71.0,capilla_guadalupe_norte,kennethhughes@gmail.com,3574
1071,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-21,cody gonzalez,nan,male,78.0,fortin_lavalle,stephencampbell@gmail.com,7404
1072,universidad tecnológica nacional,licenciatura en psicología,2020-11-07,alexander brown,nan,male,77.0,campo_redondo,ibrown@yahoo.com,3581
1073,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-08,billy mack,nan,male,106.0,avia_terai,phillip80@yahoo.com,3706
1074,universidad tecnológica nacional,actuario,2021-01-28,lauren cunningham,nan,female,47.0,colonia_nac_de_alienados,williampineda@yahoo.com,6708
1075,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-23,heather webb,nan,female,30.0,cabreria,rsteele@gmail.com,4655
1076,universidad tecnológica nacional,farmacia,2020-10-03,jean williams,nan,female,88.0,boliche_lata,nperez@hotmail.com,3449
1077,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-10,matthew butler,nan,male,16.0,colonia_bombal,frobinson@yahoo.com,5529
1078,universidad tecnológica nacional,técnico para bioterios,2020-10-20,janice weaver,nan,female,18.0,campo_redondo,amandaespinoza@gmail.com,3581
1079,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-25,phillip santos,nan,male,100.0,aranguren,jessica55@gmail.com,3162
1080,universidad tecnológica nacional,ingeniería electrónica,2020-12-24,chelsea cooper,nan,female,107.0,ochenta_y_cuatro,lawsongabrielle@gmail.com,5633
1081,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-20,joseph lane,nan,male,49.0,colonia_bombal,jennifer43@gmail.com,5529
1082,universidad tecnológica nacional,licenciatura en artes,2020-10-30,melvin williams,nan,male,64.0,la_lucila,juan00@gmail.com,1636
1083,universidad tecnológica nacional,licenciatura en artes,2020-10-30,melvin williams,nan,male,64.0,la_lucila,juan00@gmail.com,3072
1084,universidad tecnológica nacional,arquitectura,2021-01-22,jordan thompson,nan,female,100.0,correntoso,amyrodriguez@gmail.com,8407
1085,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-29,matthew fox,nan,male,17.0,carilo,perezcarly@hotmail.com,7167
1086,universidad tecnológica nacional,bioquímica,2020-11-03,vicki norman,nan,female,94.0,arroyo_chalia,courtneykent@yahoo.com,9035
1087,universidad tecnológica nacional,medicina,2021-01-11,nancy villanueva,nan,female,101.0,11_de_septiembre,sarahgreen@gmail.com,1657
1088,universidad tecnológica nacional,licenciatura en sociología,2020-10-24,miguel harris,nan,male,54.0,colonia_rusa,williamhenderson@hotmail.com,8332
1089,universidad tecnológica nacional,contador público,2021-01-20,jodi hudson,nan,female,39.0,palantelen,pjarvis@hotmail.com,6434
1090,universidad tecnológica nacional,ciencias veterinarias,2020-12-20,isabel davis,nan,female,100.0,el_brete,josephmolina@hotmail.com,4126
1091,universidad tecnológica nacional,medicina,2020-09-15,charles mckee,nan,male,27.0,centella,sandrabowman@yahoo.com,3261
1092,universidad tecnológica nacional,técnico para bioterios,2020-10-07,barry mcdowell,nan,male,84.0,villa_hipodromo,moorerobert@gmail.com,5547
1093,universidad tecnológica nacional,contador público,2020-10-06,phyllis smith,nan,female,104.0,colonia_zambungo,jacksonrhonda@yahoo.com,6628
1094,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-30,autumn norman,nan,female,75.0,agua_amarga,heidi63@yahoo.com,5563
1095,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-30,autumn norman,nan,female,75.0,agua_amarga,heidi63@yahoo.com,5719
1096,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-04,jonathan howard,nan,male,86.0,el_horno,whitethomas@yahoo.com,5357
1097,universidad tecnológica nacional,licenciatura en sociología,2021-01-12,cynthia lopez,nan,female,60.0,balderrama,stokeswilliam@gmail.com,4166
1098,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-22,stacy davis,nan,female,22.0,altamirano,perkinspatrick@yahoo.com,1986
1099,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-07,eric west,nan,male,56.0,agua_verde,judy45@hotmail.com,4715
1100,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-29,nancy byrd,nan,female,99.0,angelita,fredericklyons@gmail.com,5711
1101,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-28,jimmy wright,nan,male,57.0,el_potrero,nicole00@hotmail.com,5321
1102,universidad tecnológica nacional,ciencias veterinarias,2020-10-21,david allen,nan,male,25.0,campo_el_jacaranda,uarias@hotmail.com,3733
1103,universidad tecnológica nacional,bioquímica,2020-12-02,thomas baker,nan,male,103.0,chovet,hayesrichard@hotmail.com,2633
1104,universidad tecnológica nacional,ingeniería en informática,2020-11-07,timothy anderson iii,nan,male,17.0,campo_calvo,nbrown@hotmail.com,2123
1105,universidad tecnológica nacional,arquitectura,2021-01-25,elizabeth norris,nan,female,55.0,colonia_belgrano,logansamantha@gmail.com,2257
1106,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-08,laura hernandez,nan,female,89.0,barrio_el_tontal,bdavidson@yahoo.com,5401
1107,universidad tecnológica nacional,medicina,2020-10-03,terry jones,nan,male,23.0,colonia_santa_teresa,tjohnson@gmail.com,5527
1108,universidad tecnológica nacional,ingeniería mecánica,2020-09-01,billy cooper md,nan,male,32.0,alfalad,vrobbins@yahoo.com,6555
1109,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-11,jeffrey castaneda,nan,male,89.0,arroyo_pastora,chavezoscar@yahoo.com,3316
1110,universidad tecnológica nacional,licenciatura en psicología,2020-11-12,lisa griffin,nan,female,100.0,cacui,hparks@yahoo.com,3514
1111,universidad tecnológica nacional,contador público,2020-12-19,michelle brewer,nan,female,108.0,carlos_keen,sextontodd@hotmail.com,6701
1112,universidad tecnológica nacional,actuario,2020-12-08,kayla adams,nan,female,91.0,san_andres,garciakevin@hotmail.com,1651
1113,universidad tecnológica nacional,contador público,2020-11-27,christopher torres,nan,male,68.0,acasape,gregory11@gmail.com,5722
1114,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-26,sara anderson,nan,female,104.0,abra_mayo,gonzalezshawn@yahoo.com,4624
1115,universidad tecnológica nacional,licenciatura en psicología,2020-12-11,sherry campos,nan,female,114.0,angostura,vancejames@yahoo.com,3481
1116,universidad tecnológica nacional,licenciatura en psicología,2020-12-11,sherry campos,nan,female,114.0,angostura,vancejames@yahoo.com,9105
1117,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-11,audrey jimenez,nan,female,103.0,sey,jamesanderson@gmail.com,4411
1118,universidad tecnológica nacional,ingeniería en informática,2020-09-25,mrs. elizabeth ayala md,nan,female,108.0,agua_de_los_manantiales,rochamark@hotmail.com,5549
1119,universidad tecnológica nacional,contador público,2020-12-17,keith bell,nan,male,111.0,cañete,monicamiller@gmail.com,4186
1120,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-06,debbie morrison,nan,female,61.0,canning,adriancastro@yahoo.com,1804
1121,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-02,elijah price,nan,male,101.0,baterias,johnstonchristopher@yahoo.com,8113
1122,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-08,nathan ramirez,nan,male,26.0,campamento_sol,ramirezgrace@hotmail.com,8319
1123,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-24,william williams,nan,male,106.0,paso_de_los_andes,katherine35@yahoo.com,5503
