,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
1550,riley ramirez,male,118,millermatthew@yahoo.com,1920/06/08,universidad nacional de jujuy,2021-01-08,bioquímica,,cerana,2202
1551,darryl sandoval,male,71,birdmichelle@gmail.com,1967/02/09,universidad nacional de jujuy,2020-12-27,agronomía,,villa dominico,1874
1552,russell schwartz,male,62,benjamin17@hotmail.com,1976/09/18,universidad tecnológica nacional,2021-01-30,ingeniería mecánica,,1 de mayo,3263
1553,claudia miller,female,36,tinatanner@gmail.com,2002/03/20,universidad nacional de jujuy,2020-10-16,licenciatura en ciencias geológicas,,la lucila,1636
1554,samuel johnson,male,25,singhteresa@yahoo.com,2013/02/20,universidad tecnológica nacional,2020-12-13,licenciatura en relaciones del trabajo,,bella vista,1661
1555,tanya smith,female,94,rwashington@yahoo.com,1944/05/06,universidad nacional de jujuy,2020-09-18,licenciatura en ciencias biológicas,,la california,2520
1556,eric hicks,male,113,foxhannah@yahoo.com,1925/05/10,universidad nacional de jujuy,2020-11-07,licenciatura en ciencias de la educación,,abra,3414
1557,carmen mccann,female,46,alexanderanderson@gmail.com,1992/09/08,universidad tecnológica nacional,2020-12-17,diseño industrial,,bouquet,2523
1558,andrew henry,male,92,bradsandoval@gmail.com,1946/10/08,universidad nacional de jujuy,2020-10-11,diseño industrial,,colonia bombal y tabanera,5607
1559,jeremy jackson,male,109,jimenezerik@hotmail.com,1929/05/09,universidad nacional de jujuy,2020-09-14,ingeniería electrónica,,la ines,6100
1560,charles conway,male,66,seangates@gmail.com,1972/05/30,universidad nacional de jujuy,2020-11-25,bioquímica,,base aerea teniente matienzo,9411
1561,angel williams,female,83,nicholascosta@hotmail.com,1955/09/13,universidad tecnológica nacional,2020-10-02,licenciatura en psicología,,bajo de los huesos,9103
1562,patrick hartman,male,51,deborahwilliams@yahoo.com,1987/01/27,universidad nacional de jujuy,2020-09-22,farmacia,,alfalad,6555
1563,christopher martin,male,131,aaronpotts@hotmail.com,1907/01/25,universidad nacional de jujuy,2020-09-10,licenciatura en relaciones del trabajo,,arroyo grande,3203
1564,cynthia walters,female,36,ruizshannon@yahoo.com,2001/12/27,universidad tecnológica nacional,2020-12-14,contador público,,fortin chaco,8160
1565,russell liu,male,36,kathryn95@yahoo.com,2002/02/06,universidad tecnológica nacional,2021-01-19,licenciatura en psicología,,el jupiter,2916
1566,heather glenn,female,35,michelegreen@hotmail.com,2003/06/17,universidad tecnológica nacional,2020-11-04,ingeniería electrónica,,ingeniero thompson,6337
1567,oscar aguilar,male,124,dillonallison@yahoo.com,1914/10/04,universidad tecnológica nacional,2020-12-22,medicina,,comodoro py,6641
1568,stephanie stevens,female,82,tiffanymitchell@gmail.com,1956/03/04,universidad tecnológica nacional,2020-09-06,diseño de imagen y sonido,,hurlingham,1686
1569,william whitney,male,65,sean06@yahoo.com,1973/07/21,universidad nacional de jujuy,2020-09-13,ciencias veterinarias,,arroyo casco,3465
1570,ashley smith,female,115,elizabeth81@yahoo.com,1923/04/19,universidad tecnológica nacional,2021-01-26,licenciatura en ciencias antropológicas,,llavallol,1836
1571,christina white,female,20,kendracampbell@hotmail.com,2018/09/29,universidad nacional de jujuy,2020-10-30,contador público,,fuerte quemado,4141
1572,susan taylor,female,34,yanggregory@yahoo.com,2004/12/17,universidad tecnológica nacional,2021-01-13,licenciatura en gestión de agroalimentos,,manuel ocampo,2713
1573,seth rodriguez,male,101,emilymartin@hotmail.com,1936/12/27,universidad tecnológica nacional,2020-09-16,contador público,,berazategui,1884
1574,richard krause,male,120,troyschmitt@hotmail.com,1918/03/23,universidad nacional de jujuy,2020-09-21,licenciatura en psicología,,gente grande,8379
1575,amanda vaughan,female,70,christyalvarado@gmail.com,1968/08/08,universidad nacional de jujuy,2020-12-27,arquitectura,,arroyo pescado,9200
1576,steve hawkins,male,131,kguerrero@gmail.com,1907/01/03,universidad nacional de jujuy,2020-11-07,licenciatura en ciencia política,,alamos,6437
1577,mr. michael diaz,male,58,andreamalone@yahoo.com,1980/07/24,universidad nacional de jujuy,2021-01-18,licenciatura en musicoterapia,,cabi monda,3228
1578,amber weaver,female,35,bradleymoore@hotmail.com,2003/06/06,universidad tecnológica nacional,2021-01-24,medicina,,alto nuestra señora del valle,4109
1579,david kim,male,76,imayo@hotmail.com,1962/06/12,universidad tecnológica nacional,2020-10-31,licenciatura en sociología,,caminera samborombon,7130
1580,robert porter,male,125,kennethgutierrez@yahoo.com,1913/03/18,universidad nacional de jujuy,2021-01-10,licenciatura en kinesiología y fisiatría,,antelo,3151
1581,michelle lopez md,female,44,perezmelissa@gmail.com,1994/10/07,universidad tecnológica nacional,2020-12-07,licenciatura en psicología,,25 de mayo,3363
1582,sue banks,female,100,currymargaret@yahoo.com,1938/09/07,universidad tecnológica nacional,2020-11-24,licenciatura en ciencia y tecnología de alimentos,,23 de agosto,4504
1583,christopher calhoun,male,48,lorigonzalez@hotmail.com,1990/06/18,universidad nacional de jujuy,2020-12-17,licenciatura en gestión de agroalimentos,,campo la lima,8150
1584,lauren morris,female,129,scarroll@gmail.com,1909/05/24,universidad tecnológica nacional,2020-10-17,farmacia,,arrechea,3355
1585,miss debra foster,female,115,pprice@yahoo.com,1923/03/21,universidad tecnológica nacional,2020-09-30,medicina,,chamical,5380
1586,connor villegas,male,36,robert01@gmail.com,2002/10/26,universidad nacional de jujuy,2021-01-01,licenciatura en artes,,ceres,2340
1587,joshua hayes,male,31,michellereynolds@yahoo.com,2007/07/13,universidad nacional de jujuy,2020-10-02,licenciatura en artes,,colonia los bosques,6018
1588,rebecca hess,female,91,kathryn71@hotmail.com,1947/07/29,universidad nacional de jujuy,2020-11-02,ingeniería mecánica,,maipu,5515
1589,timothy cervantes,male,65,davidbenson@gmail.com,1973/08/17,universidad tecnológica nacional,2020-11-27,contador público,,peyrano,2113
1590,kurt glover,male,90,iwright@yahoo.com,1948/01/27,universidad nacional de jujuy,2020-09-07,licenciatura en ciencias de la computación,,colonia bella italia,2300
1591,dustin mclean,male,32,christopherblair@gmail.com,2006/05/13,universidad tecnológica nacional,2020-11-05,ciencias veterinarias,,desvio kilometro 55,1981
1592,bryan friedman,male,86,xestrada@gmail.com,1952/02/26,universidad nacional de jujuy,2020-09-27,licenciatura en musicoterapia,,los molinos,2181
1593,dennis anthony,male,96,laura99@gmail.com,1941/12/26,universidad nacional de jujuy,2020-11-27,contador público,,desvio boero,2415
1594,marvin cook,male,90,wprice@gmail.com,1948/06/01,universidad tecnológica nacional,2021-01-29,licenciatura en psicología,,maori,7633
1595,brenda foster,female,78,umoody@hotmail.com,1960/06/07,universidad nacional de jujuy,2020-09-03,licenciatura en planificación y diseño del paisaje,,lierra adjemiro,2718
1596,denise gray,female,82,juliestone@yahoo.com,1956/01/23,universidad nacional de jujuy,2021-01-04,arquitectura,,colonia hansen,2637
1597,wendy glenn,female,121,antonio54@hotmail.com,1917/07/11,universidad tecnológica nacional,2020-10-24,arquitectura,,la ribera,5734
1598,erin hernandez,female,101,beverlyhampton@hotmail.com,1937/05/19,universidad nacional de jujuy,2020-10-02,arquitectura,,capilla del señor,2812
1599,katie reeves,female,49,rgarcia@yahoo.com,1989/08/21,universidad nacional de jujuy,2020-10-17,agronomía,,perez,2121
1600,melanie anderson,female,118,michael16@gmail.com,1920/08/17,universidad tecnológica nacional,2020-09-10,diseño industrial,,colonia el potrero,2820
1601,jessica bell,female,59,lori41@yahoo.com,1979/03/14,universidad nacional de jujuy,2020-09-11,bioquímica,,colonia la gaviota,6354
1602,levi rios,male,23,georgebenjamin@hotmail.com,2015/01/23,universidad tecnológica nacional,2020-10-31,diseño industrial,,el perdido est jose guisasola,8156
1603,mr. robert porter,male,86,catherineashley@gmail.com,1952/05/24,universidad nacional de jujuy,2020-12-16,farmacia,,esc nav militar rio sant,1927
1604,martin solomon,male,83,marksmith@hotmail.com,1954/10/15,universidad nacional de jujuy,2020-09-01,bioquímica,,almirante brown,3366
1605,david leblanc,male,99,vickierose@yahoo.com,1939/12/22,universidad nacional de jujuy,2021-01-21,medicina,,agua los matos,5265
1606,ashley oconnell,female,59,pjackson@hotmail.com,1978/11/12,universidad nacional de jujuy,2020-09-04,actuario,,camaron chico,7116
1607,jennifer sanchez,female,62,lauren35@yahoo.com,1976/09/17,universidad tecnológica nacional,2020-11-04,agronomía,,nonogasta,5372
1608,andre sanders,male,98,austinwiggins@hotmail.com,1940/03/03,universidad nacional de jujuy,2020-11-16,licenciatura en psicología,,moron,1708
1609,jessica simpson,female,49,dpollard@hotmail.com,1989/07/24,universidad tecnológica nacional,2020-10-21,licenciatura en ciencia política,,sierra de la ventana,8168
1610,nancy campbell,female,20,pbrown@yahoo.com,2018/04/30,universidad nacional de jujuy,2020-09-14,licenciatura en ciencias de la educación,,cazon,7265
1611,kim gutierrez,female,68,adrianhart@hotmail.com,1970/03/30,universidad tecnológica nacional,2020-09-08,bioquímica,,buena vista,3226
1612,richard harris,male,118,kmiller@yahoo.com,1920/05/24,universidad tecnológica nacional,2021-01-31,licenciatura en ciencia política,,barrancas coloradas,6300
1613,alice nunez,female,27,cody45@gmail.com,2010/12/16,universidad nacional de jujuy,2020-11-30,licenciatura en psicología,,aleloy,3703
1614,andrew gonzales,male,18,gilmorejon@gmail.com,2020/11/10,universidad tecnológica nacional,2020-10-21,licenciatura en administración,,9 de julio,3445
1615,sharon giles,female,108,micheal63@yahoo.com,1930/11/11,universidad nacional de jujuy,2021-01-13,arquitectura,,campo crenna,2185
1616,brian andrews,male,126,fowlerrobin@yahoo.com,1912/05/21,universidad nacional de jujuy,2020-12-25,licenciatura en ciencias ambientales,,algarrobito,5537
1617,christopher newton,male,71,ericsmith@yahoo.com,1966/11/10,universidad tecnológica nacional,2020-11-06,licenciatura en ciencia y tecnología de alimentos,,barrio el molino,6360
1618,joanne hester,female,60,michael50@hotmail.com,1978/07/23,universidad tecnológica nacional,2020-10-26,licenciatura en ciencias ambientales,,agua amarilla la hoyada,4139
1619,colleen collins,female,91,knoxerik@yahoo.com,1946/12/15,universidad nacional de jujuy,2020-11-30,ingeniería electrónica,,baldes de pacheco,5276
1620,christine oliver,female,20,cisneroshenry@gmail.com,2018/11/14,universidad tecnológica nacional,2021-01-13,agronomía,,canning,1804
1621,heather hodge,female,43,vwilkins@hotmail.com,1995/06/19,universidad tecnológica nacional,2020-09-14,diseño de imagen y sonido,,aurelia,2318
1622,kimberly flowers,female,85,johnsonjohn@yahoo.com,1953/10/26,universidad nacional de jujuy,2020-11-16,licenciatura en terapia ocupacional,,aguas de las mulas,8349
1623,alex warner,male,132,ulowe@yahoo.com,1906/11/20,universidad nacional de jujuy,2021-01-26,licenciatura en relaciones del trabajo,,rio tala,2944
1624,sean lawson,male,60,davidtravis@hotmail.com,1978/02/28,universidad nacional de jujuy,2020-12-19,licenciatura en ciencias antropológicas,,campo aristimuño,6474
1625,allison acosta,female,71,raylarsen@gmail.com,1967/06/18,universidad tecnológica nacional,2021-01-07,licenciatura en ciencias de la computación,,abasto,1903
1626,michele lambert,female,107,gordonmonica@gmail.com,1931/03/25,universidad tecnológica nacional,2020-10-26,licenciatura en terapia ocupacional,,acheral,4134
1627,reginald randolph,male,88,rogersamy@yahoo.com,1949/10/28,universidad nacional de jujuy,2020-10-20,licenciatura en producción de bioimagenes,,adela corti,8000
1628,joanna lopez,female,43,larastephanie@hotmail.com,1995/01/12,universidad nacional de jujuy,2020-09-02,licenciatura en relaciones del trabajo,,adela corti,8000
1629,anthony davenport,male,67,bradley90@gmail.com,1971/02/13,universidad tecnológica nacional,2020-12-20,técnico para bioterios,,kilometro 77,1737
1630,parker smith,male,59,robert82@yahoo.com,1979/02/03,universidad nacional de jujuy,2020-12-06,licenciatura en relaciones del trabajo,,ampata,4174
1631,melissa henry,female,56,riveraann@hotmail.com,1982/04/22,universidad nacional de jujuy,2020-11-20,licenciatura en kinesiología y fisiatría,,colonia la blanquita,3254
1632,james price,male,30,nicholas19@gmail.com,2008/10/02,universidad nacional de jujuy,2020-11-23,licenciatura en musicoterapia,,ceballos,6221
1633,joseph alvarez,male,52,tchang@hotmail.com,1986/12/14,universidad nacional de jujuy,2021-01-09,ingeniería electrónica,,general conesa,2907
1634,william blake,male,115,logandonna@gmail.com,1923/05/12,universidad tecnológica nacional,2020-12-22,diseño industrial,,calle larga vieja,5605
1635,steven spence,male,86,zchapman@gmail.com,1952/08/08,universidad nacional de jujuy,2021-01-18,licenciatura en ciencias antropológicas,,aguada guzman,8333
1636,sarah jones,female,82,codyedwards@yahoo.com,1956/06/07,universidad nacional de jujuy,2020-12-27,licenciatura en producción de bioimagenes,,arroyo el mocho,3212
1637,travis moore,male,93,charleswhitehead@hotmail.com,1945/10/22,universidad tecnológica nacional,2020-12-15,licenciatura en ciencias de la educación,,caseros,1678
1638,anthony mccall,male,18,marystokes@hotmail.com,2021/07/06,universidad nacional de jujuy,2020-11-10,bioquímica,,el tropezon,3009
1639,kevin atkinson,male,132,xharris@yahoo.com,1906/09/06,universidad tecnológica nacional,2021-01-05,licenciatura en sociología,,buena nueva,5523
1640,william wood,male,119,crystal91@yahoo.com,1919/09/09,universidad nacional de jujuy,2020-11-21,diseño industrial,,el retiro,2741
1641,ryan roberts,male,127,nashjoel@hotmail.com,1911/02/27,universidad tecnológica nacional,2020-10-09,diseño de imagen y sonido,,el jumeal,5365
1642,david green,male,47,waltonkevin@yahoo.com,1991/11/14,universidad tecnológica nacional,2021-01-03,licenciatura en gestión de agroalimentos,,olascoaga,6652
1643,yvonne doyle,female,56,zpark@gmail.com,1982/08/20,universidad tecnológica nacional,2020-12-12,licenciatura en ciencias geológicas,,godoy,2921
1644,wesley perez,male,76,mthompson@yahoo.com,1962/10/19,universidad nacional de jujuy,2021-01-15,arquitectura,,bajo la cancha,9031
1645,jose roberts,male,52,xpatel@gmail.com,1986/07/16,universidad tecnológica nacional,2020-09-04,licenciatura en ciencias ambientales,,bacacay,3346
1646,jeremy mccoy,male,80,linda99@yahoo.com,1958/04/12,universidad tecnológica nacional,2020-12-08,licenciatura en administración,,campo horquesco,2144
1647,jeffery smith,male,104,rdaniels@gmail.com,1934/09/05,universidad nacional de jujuy,2020-10-17,ingeniería mecánica,,villa adelina,1607
1648,jill gallagher,female,94,fshepard@yahoo.com,1944/01/13,universidad nacional de jujuy,2020-11-16,diseño de imagen y sonido,,aero club rosario,2132
1649,melissa smith,female,52,mary46@yahoo.com,1986/01/06,universidad tecnológica nacional,2020-11-20,ingeniería en informática,,abasto,1903
1650,sheri williams,female,40,gmoore@hotmail.com,1998/11/23,universidad tecnológica nacional,2020-12-17,farmacia,,amadores,4716
1651,denise williams,female,77,dannycross@yahoo.com,1961/07/30,universidad tecnológica nacional,2020-09-05,diseño de imagen y sonido,,agua blanca,4168
1652,kimberly wilson,female,40,cmyers@hotmail.com,1998/04/07,universidad nacional de jujuy,2021-01-16,arquitectura,,el arbolito,2721
1653,samantha peterson,female,100,marydeleon@yahoo.com,1938/10/09,universidad tecnológica nacional,2020-12-01,licenciatura en administración,,rafael calzada,1847
1654,mrs. catherine suarez,female,97,rebecca89@gmail.com,1941/03/08,universidad nacional de jujuy,2020-10-31,licenciatura en ciencia y tecnología de alimentos,,ingeniero huergo,8334
1655,william noble,male,68,amandaschwartz@yahoo.com,1970/07/30,universidad nacional de jujuy,2021-01-14,farmacia,,el talar,1617
1656,laura martinez,female,132,valenzuelastephen@yahoo.com,1905/12/20,universidad tecnológica nacional,2020-10-19,bioquímica,,colonia san manuel,3563
1657,katelyn murphy,female,104,drew81@hotmail.com,1933/09/23,universidad tecnológica nacional,2020-09-16,diseño de imagen y sonido,,berisso,2848
1658,joseph li,male,51,reyeskenneth@yahoo.com,1987/02/16,universidad tecnológica nacional,2020-12-26,contador público,,cañada la rica,6625
1659,crystal lloyd,female,130,ricardochan@gmail.com,1907/10/07,universidad nacional de jujuy,2020-09-26,licenciatura en ciencia política,,balcosna,4719
1660,emily jones,female,53,sallylopez@hotmail.com,1985/07/29,universidad tecnológica nacional,2020-10-14,medicina,,villa ruiz,6705
1661,cynthia johnson,female,112,johnnyfuller@gmail.com,1926/04/15,universidad tecnológica nacional,2020-12-05,licenciatura en ciencias de la computación,,campo sabate,7245
1662,kimberly adams,female,112,sharpdavid@gmail.com,1926/05/27,universidad nacional de jujuy,2020-10-22,licenciatura en ciencias ambientales,,san antonio de padua,1718
1663,brett webb,male,75,ricardo56@yahoo.com,1963/03/24,universidad tecnológica nacional,2020-09-03,medicina,,kilometro 374,3446
1664,sue dawson,female,32,frankespinoza@yahoo.com,2006/03/31,universidad tecnológica nacional,2020-11-22,licenciatura en ciencias de la educación,,san geronimo,2136
1665,kristi hanson,female,86,lpratt@hotmail.com,1952/03/01,universidad tecnológica nacional,2020-10-08,licenciatura en kinesiología y fisiatría,,arana,1909
1666,jennifer casey,female,60,craig76@yahoo.com,1978/07/30,universidad nacional de jujuy,2020-10-28,licenciatura en ciencias de la computación,,avena,2449
1667,stephanie richardson,female,32,vickiekim@gmail.com,2006/01/05,universidad tecnológica nacional,2020-10-24,licenciatura en administración,,dolores,7100
1668,renee mejia,female,98,pjimenez@gmail.com,1940/02/17,universidad nacional de jujuy,2020-11-17,licenciatura en psicología,,arroyo isabel,3311
1669,peter price,male,129,wstewart@gmail.com,1909/03/23,universidad tecnológica nacional,2021-01-22,licenciatura en ciencia política,,antiguyos,4643
1670,sharon davis,female,19,jamesbrandt@yahoo.com,2019/08/20,universidad tecnológica nacional,2020-09-05,licenciatura en producción de bioimagenes,,aldea santafecina,3103
1671,daniel white md,male,30,kgarcia@hotmail.com,2007/10/16,universidad nacional de jujuy,2020-09-19,licenciatura en planificación y diseño del paisaje,,baigorrita,6013
1672,kristie hart,female,35,patellisa@gmail.com,2003/02/09,universidad nacional de jujuy,2020-12-08,licenciatura en ciencias antropológicas,,arano,6443
1673,kaylee jones,female,107,brobertson@yahoo.com,1930/12/20,universidad nacional de jujuy,2020-11-11,licenciatura en terapia ocupacional,,bermudez,6071
1674,jody butler,female,102,peggy01@yahoo.com,1936/07/24,universidad tecnológica nacional,2020-09-21,licenciatura en ciencias biológicas,,correntoso,8407
1675,jessica martin,female,76,ganderson@hotmail.com,1962/02/09,universidad nacional de jujuy,2020-10-03,licenciatura en administración,,agustin roca,6001
1676,mary flores,female,34,maryjohnson@hotmail.com,2004/05/15,universidad nacional de jujuy,2020-11-30,licenciatura en producción de bioimagenes,,iraola,7009
1677,mark cantu,male,56,brittany86@hotmail.com,1982/09/28,universidad nacional de jujuy,2020-11-28,diseño industrial,,barrio pedro rocco,7109
1678,randy ingram,male,93,heather48@yahoo.com,1945/10/14,universidad tecnológica nacional,2020-11-06,licenciatura en ciencias geológicas,,est jauregui va flandria,6706
1679,todd alexander,male,103,jennifer41@gmail.com,1935/09/05,universidad nacional de jujuy,2020-11-10,licenciatura en psicología,,alto blanco,5700
1680,david jacobs,male,66,jameswaters@gmail.com,1972/11/17,universidad nacional de jujuy,2021-01-17,técnico para bioterios,,barcala,5587
1681,dr. bruce adkins,male,29,chobbs@hotmail.com,2009/11/24,universidad nacional de jujuy,2020-12-29,licenciatura en musicoterapia,,juan vucetich ex dr r levene,1894
1682,james harris,male,97,molly89@gmail.com,1941/08/26,universidad nacional de jujuy,2020-11-16,ingeniería electrónica,,carmen,2618
1683,victoria young,female,93,kevinruiz@hotmail.com,1945/01/13,universidad tecnológica nacional,2020-10-29,agronomía,,carapachay,1605
1684,david smith,male,18,travis42@gmail.com,2020/12/29,universidad nacional de jujuy,2021-01-04,licenciatura en ciencias antropológicas,,estancias,2909
1685,mr. justin gonzales,male,83,nsalazar@hotmail.com,1955/08/15,universidad nacional de jujuy,2020-09-16,ciencias veterinarias,,chelforo,8366
1686,eileen jimenez,female,91,lalexander@yahoo.com,1946/12/24,universidad tecnológica nacional,2020-10-10,licenciatura en psicología,,casbas,6417
1687,christina ross,female,66,mrobertson@hotmail.com,1972/05/09,universidad nacional de jujuy,2020-12-10,licenciatura en ciencias ambientales,,barrio carosio,6000
1688,douglas alvarez,male,132,ghughes@gmail.com,1906/04/06,universidad nacional de jujuy,2020-10-20,licenciatura en psicología,,albarellos,2101
1689,carlos chan,male,57,williamsjacob@yahoo.com,1980/12/13,universidad tecnológica nacional,2020-11-09,ingeniería mecánica,,garin,1619
1690,cody coleman,male,125,francomonica@gmail.com,1913/11/12,universidad tecnológica nacional,2021-01-02,licenciatura en administración,,cavour,3081
1691,laurie stevenson,female,88,rhonda99@gmail.com,1950/09/03,universidad nacional de jujuy,2021-01-12,diseño de imagen y sonido,,ricardo rojas,1618
1692,taylor allen,female,34,tyler30@hotmail.com,2004/03/19,universidad tecnológica nacional,2020-09-14,licenciatura en administración,,balneario chapalco,8132
1693,bruce smith,male,39,xpalmer@gmail.com,1999/07/14,universidad nacional de jujuy,2020-12-08,diseño industrial,,comodoro py,6641
1694,todd klein,male,120,melissahamilton@gmail.com,1918/08/12,universidad nacional de jujuy,2021-01-18,licenciatura en sociología,,bahia creek,8501
1695,stacy spears,female,52,mannheather@yahoo.com,1986/07/19,universidad tecnológica nacional,2020-12-27,licenciatura en planificación y diseño del paisaje,,2 de julio,3344
1696,mark cannon,male,51,christopherwood@hotmail.com,1987/08/12,universidad tecnológica nacional,2021-01-24,licenciatura en ciencias ambientales,,garin,1619
1697,kara lindsey,female,30,danawarren@gmail.com,2008/02/24,universidad nacional de jujuy,2020-11-25,licenciatura en ciencias de la computación,,los antiguos,9041
1698,john fowler,male,76,thomasbrandon@hotmail.com,1962/04/14,universidad nacional de jujuy,2020-12-13,licenciatura en psicología,,aldea apeleg,9033
1699,robert sanchez,male,119,jameswatson@hotmail.com,1919/07/30,universidad tecnológica nacional,2020-10-17,agronomía,,adela,7136
1700,maria holt,female,35,shannonfigueroa@gmail.com,2003/09/18,universidad nacional de jujuy,2020-10-22,licenciatura en musicoterapia,,cañada rica,2105
1701,sarah wilson,female,82,jeffrey20@yahoo.com,1956/02/08,universidad nacional de jujuy,2020-09-12,medicina,,9 de julio,3445
1702,tiffany black,female,95,sandra90@hotmail.com,1943/05/24,universidad tecnológica nacional,2020-11-12,licenciatura en relaciones del trabajo,,barcena,4616
1703,kimberly simmons,female,58,cjensen@yahoo.com,1980/02/22,universidad tecnológica nacional,2020-09-19,licenciatura en administración,,aldea escolar,9203
1704,sheila contreras,female,98,mario23@gmail.com,1940/04/07,universidad tecnológica nacional,2021-01-21,licenciatura en ciencias de la educación,,san jose,3016
1705,joseph stevens,male,88,brownmichael@gmail.com,1949/12/11,universidad tecnológica nacional,2020-10-12,actuario,,monte chingolo,1825
1706,megan fowler,female,112,ericellis@yahoo.com,1926/07/20,universidad nacional de jujuy,2020-09-02,licenciatura en administración,,bella vista,1661
1707,jenny ellis,female,47,hutchinsonkimberly@hotmail.com,1991/01/09,universidad nacional de jujuy,2020-12-26,medicina,,lomas del mirador,1752
1708,dawn patton,female,40,justin18@hotmail.com,1997/11/18,universidad tecnológica nacional,2020-10-13,ingeniería mecánica,,escuela agricola don bosco,1815
1709,diane mitchell,female,23,castillonicole@hotmail.com,2015/06/25,universidad nacional de jujuy,2020-12-13,bioquímica,,arroyo castillo,3460
1710,samantha baker,female,77,william53@hotmail.com,1961/06/02,universidad nacional de jujuy,2020-09-07,licenciatura en ciencia y tecnología de alimentos,,don torcuato,1611
1711,april jackson,female,31,kathleenwaller@gmail.com,2007/01/29,universidad tecnológica nacional,2020-12-12,licenciatura en relaciones del trabajo,,agua seballe,5721
1712,katherine bryant,female,82,joshuasmith@hotmail.com,1956/12/30,universidad tecnológica nacional,2021-01-06,ingeniería mecánica,,campo garay,3066
1713,tina bass,female,50,gomezjeremy@hotmail.com,1988/11/13,universidad nacional de jujuy,2021-01-20,diseño industrial,,de la canal,7013
1714,shannon miller,female,37,daniellepope@yahoo.com,2000/12/03,universidad tecnológica nacional,2020-09-23,licenciatura en terapia ocupacional,,boulogne,1609
1715,amanda simpson,female,72,shawn87@gmail.com,1966/06/10,universidad nacional de jujuy,2020-11-11,bioquímica,,amilgancho,5300
1716,anna decker,female,69,jennifer34@hotmail.com,1969/05/25,universidad nacional de jujuy,2020-11-20,bioquímica,,la gama,2615
1717,john butler,male,68,jacquelineroberts@gmail.com,1969/10/28,universidad nacional de jujuy,2020-09-09,licenciatura en producción de bioimagenes,,juan vela,6663
1718,cristian nunez,male,36,maria04@yahoo.com,2002/06/19,universidad nacional de jujuy,2020-09-11,licenciatura en ciencia política,,campo santo domingo,3020
1719,shannon chandler,female,96,sydneyford@gmail.com,1941/10/14,universidad nacional de jujuy,2020-10-10,farmacia,,colonia lote 12,3543
1720,brandi phillips,female,39,mercadodaniel@hotmail.com,1999/01/26,universidad nacional de jujuy,2020-10-20,licenciatura en gestión de agroalimentos,,brea chimpana,4230
1721,elizabeth robinson,female,103,lperez@gmail.com,1935/05/19,universidad tecnológica nacional,2020-11-23,licenciatura en ciencias antropológicas,,el gualicho,7200
1722,ricky robinson,male,65,fochoa@yahoo.com,1972/12/28,universidad nacional de jujuy,2020-12-23,licenciatura en ciencia política,,ataliva roca,6301
1723,timothy sanchez,male,90,sergiomcclure@hotmail.com,1948/07/08,universidad tecnológica nacional,2020-10-15,licenciatura en kinesiología y fisiatría,,colonia los zapallos,3003
1724,brenda fernandez,female,111,ujones@gmail.com,1927/07/22,universidad nacional de jujuy,2020-09-27,contador público,,algarrobitos 1ro,3150
1725,ashley moore,female,47,alice12@hotmail.com,1990/11/23,universidad tecnológica nacional,2020-09-12,licenciatura en ciencias de la educación,,jose leon suarez,1655
1726,samantha hudson,female,52,benjamin66@hotmail.com,1986/08/21,universidad nacional de jujuy,2020-12-17,licenciatura en ciencia política,,comandante leal,5272
1727,lisa booth,female,119,brianpatton@yahoo.com,1919/03/11,universidad tecnológica nacional,2020-10-08,licenciatura en psicología,,la cañada,5567
1728,jennifer murphy,female,93,ehiggins@yahoo.com,1945/06/02,universidad tecnológica nacional,2020-11-07,licenciatura en gestión de agroalimentos,,la buana moza,2930
1729,pamela moore,female,107,rhenderson@yahoo.com,1931/08/28,universidad nacional de jujuy,2021-01-03,licenciatura en kinesiología y fisiatría,,la dorita,6538
1730,april greene,female,51,michaeldoyle@gmail.com,1987/01/17,universidad tecnológica nacional,2020-12-21,licenciatura en artes,,el pimpollo,5717
1731,terri rodriguez,female,109,burnsrichard@gmail.com,1929/03/09,universidad tecnológica nacional,2020-10-13,licenciatura en administración,,colonia los bosques,6018
1732,lisa boone,female,50,zmcgrath@gmail.com,1988/03/15,universidad nacional de jujuy,2020-09-02,contador público,,caminera napaleofu,7007
1733,tracy kemp,female,22,lorijohnson@hotmail.com,2016/05/27,universidad nacional de jujuy,2020-11-23,contador público,,general conesa,2907
1734,matthew garrett,male,91,pstone@yahoo.com,1947/06/29,universidad tecnológica nacional,2021-01-23,licenciatura en ciencias de la computación,,albigasta,4231
1735,lori vasquez,female,88,davisashley@gmail.com,1949/12/19,universidad tecnológica nacional,2020-11-27,ingeniería electrónica,,adolfo j pomar,3337
1736,benjamin mccoy,male,106,xpearson@yahoo.com,1932/11/15,universidad nacional de jujuy,2021-01-20,bioquímica,,cupiles,5595
1737,laurie williamson,female,131,jean58@yahoo.com,1907/08/26,universidad nacional de jujuy,2021-01-09,arquitectura,,francisco alvarez,1746
1738,bobby leon,male,19,aburton@gmail.com,2019/03/08,universidad nacional de jujuy,2020-10-14,licenciatura en producción de bioimagenes,,aldea san jorge,3252
1739,gary reese,male,64,nguyensara@yahoo.com,1973/11/30,universidad nacional de jujuy,2020-09-09,ingeniería mecánica,,capayan,4726
1740,mary lester,female,118,randerson@yahoo.com,1920/10/17,universidad tecnológica nacional,2020-12-22,licenciatura en psicología,,abipones,3042
