;inscription_dates;university;carrera;first_name;last_name;gender;age;postal_code;location;email
865;20/Nov/27;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Rebecca-patterson;F;;;Campo-de-mayo;Kcarr@hotmail.com
866;20/Dec/29;-universidad-abierta-interamericana;Farmacia;;Holly-rosales;F;;;San-andres;Christine65@gmail.com
867;20/Nov/26;-universidad-abierta-interamericana;Bioquímica;;Michael-cruz;M;;;Alto-del-saladillo;James34@yahoo.com
868;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Travis-soto;M;;;Arminda;Sarahalexander@gmail.com
869;20/Sep/23;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;John-kelly;M;;;Eduardo-costa;Danielmcdaniel@hotmail.com
870;20/Dec/19;-universidad-abierta-interamericana;Contador-público-;;Cynthia-thompson;F;;;Arroyo-castillo;Marilyn02@yahoo.com
871;20/Nov/13;-universidad-abierta-interamericana;Contador-público-;;Susan-edwards;F;;;Calderon;Carrollmatthew@yahoo.com
872;20/Oct/20;-universidad-abierta-interamericana;Ingeniería-en-informática;;James-johnson;M;;;Alanices;Santosantonio@yahoo.com
873;20/Nov/06;-universidad-abierta-interamericana;Ingeniería-en-informática;;Jeremy-glenn;M;;;Villani;Kchapman@yahoo.com
874;20/Oct/06;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Destiny-romero;F;;;Independencia;Ntorres@yahoo.com
875;20/Nov/01;-universidad-abierta-interamericana;Agronomía;;Rita-love;F;;;Francisco-madero;Zparker@hotmail.com
876;20/Nov/02;-universidad-abierta-interamericana;Licenciatura-en-artes;;Jeremy-griffin;M;;;Campo-crisol;Ramirezrobert@yahoo.com
877;20/Dec/19;-universidad-abierta-interamericana;Ingeniería-electrónica;;Heidi-williams;F;;;Alto-del-salvador;Christinawoodard@yahoo.com
878;20/Oct/05;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Stephen-nguyen;M;;;El-remanso;Fostermichael@hotmail.com
879;20/Dec/20;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Angela-blankenship;F;;;Ambrosetti;Jonathanshort@yahoo.com
880;21/Jan/12;-universidad-abierta-interamericana;Agronomía;;Barbara-smith;F;;;Guillermo-e-hudson;Treyes@gmail.com
881;20/Sep/07;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Mr.-lance-hall;M;;;America-unida;Qlogan@gmail.com
882;20/Dec/11;-universidad-abierta-interamericana;Actuario-;;Joseph-garza;M;;;Campo-de-mayo;Melissagonzalez@hotmail.com
883;20/Dec/28;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Aaron-mcfarland;M;;;Gente-grande;Coopereduardo@gmail.com
884;21/Jan/11;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Angela-boyd;F;;;Avia-terai;Renee53@gmail.com
885;20/Oct/21;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Theodore-kim;M;;;Eduardo-costa;Jessicadaniel@yahoo.com
886;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Rachel-mitchell;F;;;Curandu;Rsmith@gmail.com
887;21/Jan/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Olivia-simmons;F;;;Copacabana;Vhaynes@hotmail.com
888;20/Oct/24;-universidad-abierta-interamericana;Farmacia;;Alexander-crawford;M;;;Campo-la-riviere;Pittmanlinda@hotmail.com
889;20/Oct/19;-universidad-abierta-interamericana;Bioquímica;;Deanna-clark;F;;;Ingeniero-williams;Qharvey@gmail.com
890;20/Nov/28;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Sean-fletcher;M;;;Barrio-batan;Ojohnston@gmail.com
891;20/Nov/03;-universidad-abierta-interamericana;Bioquímica;;Emily-jordan;F;;;Ocho-vados;Kwolfe@yahoo.com
892;20/Nov/07;-universidad-abierta-interamericana;Ingeniería-en-informática;;Ryan-johnson;M;;;Colonia-san-francisco;Gturner@gmail.com
893;20/Sep/17;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Frederick-lewis;M;;;Chumbicha;Greenekim@hotmail.com
894;21/Jan/14;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Andrew-stephens;M;;;Arroyo-ceibo;Dball@gmail.com
895;20/Nov/23;-universidad-abierta-interamericana;Bioquímica;;Christina-james;F;;;Bosques;Darrell17@gmail.com
896;20/Nov/10;-universidad-abierta-interamericana;Ingeniería-electrónica;;Jessica-santos;F;;;Aldea-san-gregorio;Ttran@hotmail.com
897;20/Dec/02;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Karen-roberts;F;;;La-gama;Danielle84@hotmail.com
898;20/Dec/06;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Kimberly-warren;F;;;Barrio-don-santiago;Emily81@yahoo.com
899;21/Jan/27;-universidad-abierta-interamericana;Ingeniería-mecánica;;Steven-hayes;M;;;Chapuy;Ali@hotmail.com
900;20/Oct/12;-universidad-abierta-interamericana;Farmacia;;Heather-adams;F;;;Carrizal;Rodriguezcalvin@yahoo.com
901;20/Oct/06;-universidad-abierta-interamericana;Agronomía;;Susan-wood;F;;;Alisos--de-abajo;Amanda84@yahoo.com
902;20/Nov/08;-universidad-abierta-interamericana;Bioquímica;;Stephanie-gross;F;;;Costa-del-este;Hudsonsara@yahoo.com
903;20/Oct/30;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Kenneth-carpenter;M;;;Amberes;Jacobbautista@hotmail.com
904;20/Dec/20;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Sheila-tran;F;;;Estacion-uspallata;John96@gmail.com
905;20/Oct/14;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Kimberly-murray;F;;;Agua-colorada;Qjackson@yahoo.com
906;20/Dec/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Brandi-molina;F;;;Campo-crisol;Petersonlucas@gmail.com
907;20/Dec/15;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Erica-mann;F;;;12-de-octubre;Jennifer63@yahoo.com
908;20/Nov/19;-universidad-abierta-interamericana;Ciencias-veterinarias;;Kenneth-ali;M;;;Lierra-adjemiro;Brandon22@hotmail.com
909;21/Jan/10;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Megan-pennington;F;;;El-cenizo;Aliciafisher@gmail.com
910;20/Dec/11;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Andrew-green;M;;;Chumbicha;Gadkins@gmail.com
911;21/Jan/13;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Mark-smith;M;;;Arminda;Price@yahoo.com
912;20/Oct/08;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Rebecca-navarro;F;;;Gobernador-lanusse;Brianclark@hotmail.com
913;20/Oct/18;-universidad-abierta-interamericana;Ingeniería-electrónica;;Chris-soto;M;;;Atreuco;Nathan05@hotmail.com
914;20/Sep/15;-universidad-abierta-interamericana;Medicina;;Stephen-larsen;M;;;Barrio-parque-leloir;Zamorajames@hotmail.com
915;20/Sep/06;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Kathleen-brown;F;;;Campo-la-plata;Wmartinez@yahoo.com
916;21/Jan/30;-universidad-abierta-interamericana;Ingeniería-en-informática;;Lisa-white;F;;;San-nicolas-de-los-arroyos;Gregmartinez@yahoo.com
917;20/Dec/29;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Tammy-blevins;F;;;Cañada;Vasquezbrian@hotmail.com
918;20/Sep/16;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Erica-donaldson;F;;;Ayacucho;Madeline85@hotmail.com
919;20/Nov/01;-universidad-abierta-interamericana;Ingeniería-electrónica;;Teresa-miller;F;;;Gerli;Wrightmary@yahoo.com
920;20/Dec/17;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Tiffany-zhang;F;;;Coronel-pringles;Adam79@hotmail.com
921;20/Nov/29;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Brandy-hughes;F;;;Los-molinos;Kimberlyfox@hotmail.com
922;20/Dec/29;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Denise-herrera;F;;;Campo-botto;Bethany69@gmail.com
923;20/Nov/07;-universidad-abierta-interamericana;Contador-público-;;James-thompson;M;;;La-blanqueada;Brenda94@hotmail.com
924;21/Jan/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Laura-schmitt;F;;;Boqueron;Whahn@hotmail.com
925;21/Jan/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Tamara-osborn;F;;;Abra-verde;Davidgibson@gmail.com
926;20/Sep/11;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Toni-davis;F;;;Aparicio-cue;Alexanderzavala@gmail.com
927;20/Nov/22;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Kimberly-logan;F;;;Bonpland-norte;Aroberts@gmail.com
928;20/Oct/09;-universidad-abierta-interamericana;Agronomía;;Benjamin-jefferson;M;;;Aldea-san-gregorio;Stacywhite@yahoo.com
929;21/Jan/07;-universidad-abierta-interamericana;Ingeniería-mecánica;;Heidi-king;F;;;Melincue;Crystal31@gmail.com
930;21/Jan/27;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Samuel-newman;M;;;Villa-hipodromo;Ikent@hotmail.com
931;20/Nov/24;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Sierra-baker;F;;;Banda-florida;Asmith@hotmail.com
932;20/Sep/10;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Jeffrey-schultz;M;;;La-florencia;Stuartsara@gmail.com
933;20/Sep/19;-universidad-abierta-interamericana;Actuario-;;Christopher-becker;M;;;Andalucia;Edwardssonia@hotmail.com
934;20/Dec/19;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Lisa-johnson;F;;;9-de-julio;Juliearcher@yahoo.com
935;21/Jan/08;-universidad-abierta-interamericana;Farmacia;;Megan-evans;F;;;Kilometro-112;Qwinters@gmail.com
936;20/Nov/24;-universidad-abierta-interamericana;Agronomía;;Cody-vargas;M;;;El-retiro;Jesus91@hotmail.com
937;20/Oct/24;-universidad-abierta-interamericana;Contador-público-;;Tiffany-morales;F;;;Algarrobitos-1ro;Victoriahunter@yahoo.com
938;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Katherine-wilkins;F;;;Ingenio-la-providencia;Sara04@hotmail.com
939;20/Oct/20;-universidad-abierta-interamericana;Bioquímica;;Eric-stewart;M;;;Bahia-san-blas;Robertsmarie@gmail.com
940;21/Jan/04;-universidad-abierta-interamericana;Ingeniería-electrónica;;Jillian-carpenter;F;;;Bella-vista;Littlehaley@yahoo.com
941;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Jose-francis;M;;;Estacion-lago-epecuen;Lramos@hotmail.com
942;20/Nov/23;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Jackie-ryan;F;;;Arsenal-de-guerra-san-lorenzo;Ryanglover@yahoo.com
943;21/Jan/21;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Robert-herring;M;;;Bajo-de-los-sueldos;Jeremy74@hotmail.com
944;20/Dec/04;-universidad-abierta-interamericana;Ingeniería-mecánica;;Jordan-merritt;M;;;Laprida;Johndavis@yahoo.com
945;21/Jan/11;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Pamela-jones;F;;;El-carbalino;Howardheather@gmail.com
946;20/Dec/12;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Brian-berry;M;;;25-de-mayo;Emma88@yahoo.com
947;20/Oct/06;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Craig-haley;M;;;Carlos-maria-naon;Marksalyssa@hotmail.com
948;20/Dec/23;-universidad-abierta-interamericana;Ingeniería-en-informática;;Antonio-lang-ii;M;;;Cañada-rica;Ncampbell@gmail.com
949;20/Oct/08;-universidad-abierta-interamericana;Agronomía;;Allison-sanchez;F;;;Cailomuta;Istone@hotmail.com
950;20/Sep/06;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Teresa-booth;F;;;Avanzada;Omartinez@yahoo.com
951;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Ruben-adams;M;;;Adolfo-rodriguez-saa;Charlesclaudia@gmail.com
952;20/Sep/04;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Angela-davis;F;;;Campo-garcia;Kelsey70@gmail.com
953;20/Oct/08;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Melissa-spears;F;;;Bahia-cracher;Starklawrence@yahoo.com
954;20/Nov/30;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Ellen-preston;F;;;Campo-ubajo;Heidi36@yahoo.com
955;20/Dec/20;-universidad-abierta-interamericana;Agronomía;;Chase-wilson;M;;;Ayacucho;Mark38@yahoo.com
956;20/Oct/20;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Nicole-garcia;F;;;Campo-coubert;Tgreene@yahoo.com
957;20/Sep/09;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Albert-figueroa;M;;;Bajo-guazu;Jacoboconnell@gmail.com
958;20/Oct/18;-universidad-abierta-interamericana;Bioquímica;;Melissa-donovan;F;;;Agua-colorada;Esmith@hotmail.com
959;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Lisa-roach;F;;;Atencio;Jermaine58@hotmail.com
960;20/Sep/20;-universidad-abierta-interamericana;Agronomía;;Allison-smith;F;;;Virrey-del-pino;Jameslambert@gmail.com
961;20/Dec/22;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Monica-hunt;F;;;Barrancon;Everettdouglas@hotmail.com
962;20/Oct/12;-universidad-abierta-interamericana;Medicina;;Christopher-mccullough;M;;;Almacen-el-descanso;Jmyers@yahoo.com
963;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Sarah-king;F;;;Arroyo-hondo;Smartin@yahoo.com
964;20/Dec/15;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Michael-garcia;M;;;Cabi-monda;Johnmorris@yahoo.com
965;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;James-matthews;M;;;Almirante-brown;Hmartinez@yahoo.com
966;21/Jan/01;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Christopher-carter;M;;;Aldea-brasilera;Xlee@gmail.com
967;20/Oct/14;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Raymond-robles;M;;;Colonia-zapata;Monique52@hotmail.com
968;20/Nov/04;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Savannah-nguyen;F;;;Berazategui;Lorimurphy@gmail.com
969;20/Nov/10;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Karen-bailey;F;;;Aguada-grande;Murrayjudy@hotmail.com
970;20/Oct/21;-universidad-abierta-interamericana;Contador-público-;;Gregory-rodriguez;M;;;Langueyu;Ayoung@hotmail.com
971;20/Nov/21;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Jeffery-brooks;M;;;San-geronimo;Qhernandez@yahoo.com
972;20/Oct/06;-universidad-abierta-interamericana;Arquitectura;;Shari-lopez;F;;;Alcaraz-2do;Kayla72@hotmail.com
973;20/Sep/18;-universidad-abierta-interamericana;Ingeniería-mecánica;;Christopher-pope;M;;;Aaron-castellanos;Christopher86@gmail.com
974;20/Sep/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Mike-garcia;M;;;Aguirre-cue;Yangshannon@gmail.com
975;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Sharon-evans;F;;;Aldea-forestal;Darin49@yahoo.com
976;20/Nov/02;-universidad-abierta-interamericana;Contador-público-;;Tracy-gutierrez;F;;;Campo-andino;Daniel68@yahoo.com
977;20/Nov/03;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;William-gutierrez;M;;;Alto-huaco;Xshaw@gmail.com
978;20/Nov/24;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Tanya-harrell;F;;;Alto-calilegua;Vcarrillo@yahoo.com
979;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Todd-clark;M;;;Campo-la-riviere;Robertstone@gmail.com
980;20/Sep/21;-universidad-abierta-interamericana;Licenciatura-en-artes;;Suzanne-johnston;F;;;Colonia-margarita;Brownbrian@hotmail.com
981;20/Sep/04;-universidad-abierta-interamericana;Farmacia;;Robert-greene;M;;;Faro-san-antonio;Kadams@gmail.com
982;20/Oct/22;-universidad-abierta-interamericana;Diseño-industrial;;Jeffrey-sanchez;M;;;Los-antiguos;Johnsoncody@gmail.com
983;20/Nov/08;-universidad-abierta-interamericana;Bioquímica;;Gregory-holland;M;;;9-de-abril;Wross@hotmail.com
984;20/Nov/12;-universidad-abierta-interamericana;Ingeniería-en-informática;;Victoria-howard;F;;;Cañadon-lagarto;Jgibbs@hotmail.com
985;20/Nov/23;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Ms.-theresa-brown;F;;;Campo-crenna;Hpatel@hotmail.com
986;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Bruce-delgado;M;;;Cañada-seca;Maxwelljudy@gmail.com
987;20/Nov/25;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Stephanie-smith;F;;;Chiclana;Christophercampbell@gmail.com
988;20/Oct/20;-universidad-abierta-interamericana;Ciencias-veterinarias;;Erin-stevens;F;;;Valle-de-las-leñas;Smithkyle@hotmail.com
989;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Anthony-lewis;M;;;Camet;Vlozano@gmail.com
990;20/Nov/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Aaron-martin;M;;;Landeta;Christopher60@gmail.com
991;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Robert-rivera;M;;;Carlos-keen;Jameshouse@hotmail.com
992;20/Oct/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Kimberly-robinson;F;;;Antiguyos;Combsjacob@yahoo.com
993;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;James-wheeler;M;;;Bella-vista;Brittneyhoward@hotmail.com
994;20/Nov/29;-universidad-abierta-interamericana;Ingeniería-en-informática;;Robert-sullivan;M;;;Rafael-castillo;Brenda14@gmail.com
995;20/Sep/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Katrina-powers;F;;;El-horno;Susansmith@hotmail.com
996;20/Dec/19;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Dr.-stephanie-carrillo;F;;;Alto-blanco;Erios@yahoo.com
997;20/Nov/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;William-townsend;M;;;Ocho-vados;Alyssa90@yahoo.com
998;20/Oct/13;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Jaime-mayo;F;;;Villa-manzano;Gordonshannon@yahoo.com
999;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Catherine-hernandez;F;;;Centenario;Taylortrevor@hotmail.com
1000;20/Oct/30;-universidad-abierta-interamericana;Agronomía;;Robert-miller;M;;;Arturo-segui;Vhorton@gmail.com
1001;20/Sep/27;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;David-jones;M;;;Espartillar;Douglaselizabeth@gmail.com
1002;20/Nov/21;-universidad-abierta-interamericana;Medicina;;Heather-smith;F;;;Colonia-bertozzi;Simsandrea@gmail.com
1003;20/Nov/23;-universidad-abierta-interamericana;Contador-público-;;John-chen;M;;;Colhue-huapi;Brandoncamacho@gmail.com
1004;20/Nov/30;-universidad-abierta-interamericana;Bioquímica;;Sean-mack;M;;;Alejandra;Jessica08@yahoo.com
1005;20/Sep/10;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Aaron-walker;M;;;Cululu;Lowerychelsea@yahoo.com
1006;20/Sep/17;-universidad-abierta-interamericana;Ingeniería-electrónica;;Alexis-zimmerman;F;;;25-de-mayo;Ulong@yahoo.com
1007;20/Dec/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Stephanie-gonzales;F;;;Aceilan;Qmiller@gmail.com
1008;21/Jan/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Debra-stewart;F;;;El-socorro;Danieltaylor@yahoo.com
1009;20/Nov/18;-universidad-abierta-interamericana;Diseño-industrial;;Stephen-gordon;M;;;Balneario-la-caleta;Carpenterbrian@gmail.com
1010;20/Nov/14;-universidad-abierta-interamericana;Agronomía;;Thomas-johnson;M;;;Francisco-madero;Matthew42@gmail.com
1011;20/Dec/15;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Benjamin-conway;M;;;La-esperanza-rosas-las-flores;Frostjared@hotmail.com
1012;21/Jan/31;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Gabrielle-wells;F;;;Aguas-verdes;Hardindiane@hotmail.com
1013;20/Nov/19;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Rebecca-wagner;F;;;Benitez;Jamesflores@yahoo.com
1014;20/Dec/28;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Karen-jordan;F;;;Huanguelen;Dorothydiaz@hotmail.com
1015;20/Oct/08;-universidad-abierta-interamericana;Arquitectura;;Robert-jones;M;;;Calera-argentina;Asutton@yahoo.com
1016;20/Dec/07;-universidad-abierta-interamericana;Medicina;;Carol-smith;F;;;Cañadita;Christopher49@yahoo.com
1017;20/Sep/23;-universidad-abierta-interamericana;Ciencias-veterinarias;;Joseph-galvan;M;;;Centenario;Lindahoward@yahoo.com
1018;20/Nov/13;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Michael-barton;M;;;Agua-los-matos;Bramirez@hotmail.com
1019;20/Dec/12;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Alan-norman-dvm;M;;;La-oriental;Roberttorres@gmail.com
1020;20/Nov/26;-universidad-abierta-interamericana;Farmacia;;David-cook;M;;;22-de-diciembre;Katherine58@gmail.com
1021;20/Nov/13;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Patricia-fowler;F;;;Ituzaingo;Davidduffy@yahoo.com
1022;20/Dec/13;-universidad-abierta-interamericana;Farmacia;;Christine-mccarthy;F;;;Barcala;Christophermorton@yahoo.com
1023;21/Jan/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Jordan-gonzalez;F;;;Agua-y-energia;Mcdonaldkristen@gmail.com
1024;20/Dec/19;-universidad-abierta-interamericana;Actuario-;;Charles-stephens;M;;;Barrancas-coloradas;Joseph56@gmail.com
1025;20/Sep/02;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Tiffany-cooper;F;;;Algarrobal-puisoye;Williamsdaniel@gmail.com
1026;20/Sep/27;-universidad-abierta-interamericana;Ingeniería-electrónica;;Dustin-foster;M;;;Domselaar;Mmyers@yahoo.com
1027;20/Dec/25;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Brittany-neal;F;;;El-gualicho;David59@yahoo.com
1028;20/Oct/05;-universidad-abierta-interamericana;Ingeniería-electrónica;;Lisa-williams;F;;;Aurelia;Nancyboyd@yahoo.com
1029;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-artes;;Susan-thomas;F;;;Barrio-villa-cordoba;Brownchristopher@gmail.com
1030;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Ethan-prince;M;;;Francisco-berra;Derek08@hotmail.com
1031;20/Dec/13;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Amy-livingston;F;;;Wilde;Samantha29@hotmail.com
1032;20/Oct/23;-universidad-abierta-interamericana;Agronomía;;Adam-miller;M;;;Barrancon;Christopherfernandez@hotmail.com
1033;20/Sep/05;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Matthew-kelly;M;;;Las-toninas;Tony79@gmail.com
1034;21/Jan/03;-universidad-abierta-interamericana;Ciencias-veterinarias;;Bridget-wallace;F;;;Amalia;Owilson@yahoo.com
1035;20/Nov/03;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Debra-mckinney;F;;;Agua-salada;Juarezlarry@yahoo.com
1036;21/Jan/19;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Robert-rivas;M;;;Colonia-hardy;Dweaver@hotmail.com
1037;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Christopher-jackson;M;;;Arroyo-quilla;Scott39@gmail.com
1038;21/Jan/23;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Stacy-schultz;F;;;Antonio-carboni;Karen88@gmail.com
1039;20/Nov/24;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;James-allen;M;;;Villa-el-chocon;Rnewton@gmail.com
1040;20/Dec/26;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Frederick-barron;M;;;Coronel-isleños;Ohill@gmail.com
1041;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Heather-turner;F;;;Campo-aristimuño;Rturner@gmail.com
1042;20/Sep/12;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Andrew-wise;M;;;6-de-septiembre;Joseph95@hotmail.com
1043;20/Nov/12;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Kayla-malone;F;;;Estacion-christophersen;Montgomeryjeremiah@yahoo.com
1044;20/Oct/12;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Samuel-mueller;M;;;Chacabuco;Ibaker@gmail.com
1045;20/Oct/11;-universidad-abierta-interamericana;Contador-público-;;Allen-mitchell;M;;;Carbometal;Dawn57@hotmail.com
1046;21/Jan/14;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Timothy-foley;M;;;Anderson;Jason42@gmail.com
1047;20/Dec/02;-universidad-abierta-interamericana;Medicina;;Manuel-lewis;M;;;Saldungaray;Amann@gmail.com
1048;20/Dec/16;-universidad-abierta-interamericana;Agronomía;;Rachel-cardenas;F;;;Colonia-la-oracion;Scottlewis@hotmail.com
1049;20/Nov/16;-universidad-abierta-interamericana;Bioquímica;;Robert-buchanan;M;;;El-retiro;Ftodd@yahoo.com
1050;21/Jan/16;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;William-dillon;M;;;Azul;Gregorybell@hotmail.com
1051;20/Nov/17;-universidad-abierta-interamericana;Ingeniería-mecánica;;Mr.-joshua-taylor;M;;;Caminera-napaleofu;Wdavis@gmail.com
1052;20/Dec/23;-universidad-abierta-interamericana;Farmacia;;Brett-cole;M;;;Barranqueras;Matthew74@hotmail.com
1053;20/Nov/09;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Jeremy-patrick;M;;;Comandante-giribone;Zperez@hotmail.com
