,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
1630,parker smith,m,,robert82@yahoo.com,1979/02/03,universidad nacional de jujuy,2020/12/06,licenciatura en relaciones del trabajo ,,ampata,-1
1631,melissa henry,f,,riveraann@hotmail.com,1982/04/22,universidad nacional de jujuy,2020/11/20,licenciatura en kinesiología y fisiatría,,colonia la blanquita,-1
1632,james price,m,,nicholas19@gmail.com,2008/10/02,universidad nacional de jujuy,2020/11/23,licenciatura en musicoterapia,,ceballos,-1
1633,joseph alvarez,m,,tchang@hotmail.com,1986/12/14,universidad nacional de jujuy,2021/01/09,ingeniería electrónica,,general conesa,-1
1634,william blake,m,,logandonna@gmail.com,1923/05/12,universidad tecnológica nacional,2020/12/22,diseño industrial,,calle larga vieja,-1
1635,steven spence,m,,zchapman@gmail.com,1952/08/08,universidad nacional de jujuy,2021/01/18,licenciatura en ciencias antropológicas,,aguada guzman,-1
1636,sarah jones,f,,codyedwards@yahoo.com,1956/06/07,universidad nacional de jujuy,2020/12/27,licenciatura en producción de bioimagenes,,arroyo el mocho,-1
1637,travis moore,m,,charleswhitehead@hotmail.com,1945/10/22,universidad tecnológica nacional,2020/12/15,licenciatura en ciencias de la educación ,,caseros,-1
1638,anthony mccall,m,,marystokes@hotmail.com,2021/07/06,universidad nacional de jujuy,2020/11/10,bioquímica,,el tropezon,-1
1639,kevin atkinson,m,,xharris@yahoo.com,1906/09/06,universidad tecnológica nacional,2021/01/05,licenciatura en sociología ,,buena nueva,-1
1640,william wood,m,,crystal91@yahoo.com,1919/09/09,universidad nacional de jujuy,2020/11/21,diseño industrial,,el retiro,-1
1641,ryan roberts,m,,nashjoel@hotmail.com,1911/02/27,universidad tecnológica nacional,2020/10/09,diseño de imagen y sonido,,el jumeal,-1
1642,david green,m,,waltonkevin@yahoo.com,1991/11/14,universidad tecnológica nacional,2021/01/03,licenciatura en gestión de agroalimentos,,olascoaga,-1
1643,yvonne doyle,f,,zpark@gmail.com,1982/08/20,universidad tecnológica nacional,2020/12/12,licenciatura en ciencias geológicas,,godoy,-1
1644,wesley perez,m,,mthompson@yahoo.com,1962/10/19,universidad nacional de jujuy,2021/01/15,arquitectura,,bajo la cancha,-1
1645,jose roberts,m,,xpatel@gmail.com,1986/07/16,universidad tecnológica nacional,2020/09/04,licenciatura en ciencias ambientales,,bacacay,-1
1646,jeremy mccoy,m,,linda99@yahoo.com,1958/04/12,universidad tecnológica nacional,2020/12/08,licenciatura en administración ,,campo horquesco,-1
1647,jeffery smith,m,,rdaniels@gmail.com,1934/09/05,universidad nacional de jujuy,2020/10/17,ingeniería mecánica,,villa adelina,-1
1648,jill gallagher,f,,fshepard@yahoo.com,1944/01/13,universidad nacional de jujuy,2020/11/16,diseño de imagen y sonido,,aero club rosario,-1
1649,melissa smith,f,,mary46@yahoo.com,1986/01/06,universidad tecnológica nacional,2020/11/20,ingeniería en informática,,abasto,-1
1650,sheri williams,f,,gmoore@hotmail.com,1998/11/23,universidad tecnológica nacional,2020/12/17,farmacia,,amadores,-1
1651,denise williams,f,,dannycross@yahoo.com,1961/07/30,universidad tecnológica nacional,2020/09/05,diseño de imagen y sonido,,agua blanca,-1
1652,kimberly wilson,f,,cmyers@hotmail.com,1998/04/07,universidad nacional de jujuy,2021/01/16,arquitectura,,el arbolito,-1
1653,samantha peterson,f,,marydeleon@yahoo.com,1938/10/09,universidad tecnológica nacional,2020/12/01,licenciatura en administración ,,rafael calzada,-1
1654,mrs. catherine suarez,f,,rebecca89@gmail.com,1941/03/08,universidad nacional de jujuy,2020/10/31,licenciatura en ciencia y tecnología de alimentos,,ingeniero huergo,-1
1655,william noble,m,,amandaschwartz@yahoo.com,1970/07/30,universidad nacional de jujuy,2021/01/14,farmacia,,el talar,-1
1656,laura martinez,f,,valenzuelastephen@yahoo.com,1905/12/20,universidad tecnológica nacional,2020/10/19,bioquímica,,colonia san manuel,-1
1657,katelyn murphy,f,,drew81@hotmail.com,1933/09/23,universidad tecnológica nacional,2020/09/16,diseño de imagen y sonido,,berisso,-1
1658,joseph li,m,,reyeskenneth@yahoo.com,1987/02/16,universidad tecnológica nacional,2020/12/26,contador público ,,cañada la rica,-1
1659,crystal lloyd,f,,ricardochan@gmail.com,1907/10/07,universidad nacional de jujuy,2020/09/26,licenciatura en ciencia política ,,balcosna,-1
1660,emily jones,f,,sallylopez@hotmail.com,1985/07/29,universidad tecnológica nacional,2020/10/14,medicina,,villa ruiz,-1
1661,cynthia johnson,f,,johnnyfuller@gmail.com,1926/04/15,universidad tecnológica nacional,2020/12/05,licenciatura en ciencias de la computación,,campo sabate,-1
1662,kimberly adams,f,,sharpdavid@gmail.com,1926/05/27,universidad nacional de jujuy,2020/10/22,licenciatura en ciencias ambientales,,san antonio de padua,-1
1663,brett webb,m,,ricardo56@yahoo.com,1963/03/24,universidad tecnológica nacional,2020/09/03,medicina,,kilometro 374,-1
1664,sue dawson,f,,frankespinoza@yahoo.com,2006/03/31,universidad tecnológica nacional,2020/11/22,licenciatura en ciencias de la educación ,,san geronimo,-1
1665,kristi hanson,f,,lpratt@hotmail.com,1952/03/01,universidad tecnológica nacional,2020/10/08,licenciatura en kinesiología y fisiatría,,arana,-1
1666,jennifer casey,f,,craig76@yahoo.com,1978/07/30,universidad nacional de jujuy,2020/10/28,licenciatura en ciencias de la computación,,avena,-1
1667,stephanie richardson,f,,vickiekim@gmail.com,2006/01/05,universidad tecnológica nacional,2020/10/24,licenciatura en administración ,,dolores,-1
1668,renee mejia,f,,pjimenez@gmail.com,1940/02/17,universidad nacional de jujuy,2020/11/17,licenciatura en psicología,,arroyo isabel,-1
1669,peter price,m,,wstewart@gmail.com,1909/03/23,universidad tecnológica nacional,2021/01/22,licenciatura en ciencia política ,,antiguyos,-1
1670,sharon davis,f,,jamesbrandt@yahoo.com,2019/08/20,universidad tecnológica nacional,2020/09/05,licenciatura en producción de bioimagenes,,aldea santafecina,-1
1671,daniel white md,m,,kgarcia@hotmail.com,2007/10/16,universidad nacional de jujuy,2020/09/19,licenciatura en planificación y diseño del paisaje,,baigorrita,-1
1672,kristie hart,f,,patellisa@gmail.com,2003/02/09,universidad nacional de jujuy,2020/12/08,licenciatura en ciencias antropológicas,,arano,-1
1673,kaylee jones,f,,brobertson@yahoo.com,1930/12/20,universidad nacional de jujuy,2020/11/11,licenciatura en terapia ocupacional,,bermudez,-1
1674,jody butler,f,,peggy01@yahoo.com,1936/07/24,universidad tecnológica nacional,2020/09/21,licenciatura en ciencias biológicas,,correntoso,-1
1675,jessica martin,f,,ganderson@hotmail.com,1962/02/09,universidad nacional de jujuy,2020/10/03,licenciatura en administración ,,agustin roca,-1
1676,mary flores,f,,maryjohnson@hotmail.com,2004/05/15,universidad nacional de jujuy,2020/11/30,licenciatura en producción de bioimagenes,,iraola,-1
1677,mark cantu,m,,brittany86@hotmail.com,1982/09/28,universidad nacional de jujuy,2020/11/28,diseño industrial,,barrio pedro rocco,-1
1678,randy ingram,m,,heather48@yahoo.com,1945/10/14,universidad tecnológica nacional,2020/11/06,licenciatura en ciencias geológicas,,est jauregui va flandria,-1
1679,todd alexander,m,,jennifer41@gmail.com,1935/09/05,universidad nacional de jujuy,2020/11/10,licenciatura en psicología,,alto blanco,-1
1680,david jacobs,m,,jameswaters@gmail.com,1972/11/17,universidad nacional de jujuy,2021/01/17,técnico para bioterios ,,barcala,-1
1681,dr. bruce adkins,m,,chobbs@hotmail.com,2009/11/24,universidad nacional de jujuy,2020/12/29,licenciatura en musicoterapia,,juan vucetich ex dr r levene,-1
1682,james harris,m,,molly89@gmail.com,1941/08/26,universidad nacional de jujuy,2020/11/16,ingeniería electrónica,,carmen,-1
1683,victoria young,f,,kevinruiz@hotmail.com,1945/01/13,universidad tecnológica nacional,2020/10/29,agronomía,,carapachay,-1
1684,david smith,m,,travis42@gmail.com,2020/12/29,universidad nacional de jujuy,2021/01/04,licenciatura en ciencias antropológicas,,estancias,-1
1685,mr. justin gonzales,m,,nsalazar@hotmail.com,1955/08/15,universidad nacional de jujuy,2020/09/16,ciencias veterinarias,,chelforo,-1
1686,eileen jimenez,f,,lalexander@yahoo.com,1946/12/24,universidad tecnológica nacional,2020/10/10,licenciatura en psicología,,casbas,-1
1687,christina ross,f,,mrobertson@hotmail.com,1972/05/09,universidad nacional de jujuy,2020/12/10,licenciatura en ciencias ambientales,,barrio carosio,-1
1688,douglas alvarez,m,,ghughes@gmail.com,1906/04/06,universidad nacional de jujuy,2020/10/20,licenciatura en psicología,,albarellos,-1
1689,carlos chan,m,,williamsjacob@yahoo.com,1980/12/13,universidad tecnológica nacional,2020/11/09,ingeniería mecánica,,garin,-1
1690,cody coleman,m,,francomonica@gmail.com,1913/11/12,universidad tecnológica nacional,2021/01/02,licenciatura en administración ,,cavour,-1
1691,laurie stevenson,f,,rhonda99@gmail.com,1950/09/03,universidad nacional de jujuy,2021/01/12,diseño de imagen y sonido,,ricardo rojas,-1
1692,taylor allen,f,,tyler30@hotmail.com,2004/03/19,universidad tecnológica nacional,2020/09/14,licenciatura en administración ,,balneario chapalco,-1
1693,bruce smith,m,,xpalmer@gmail.com,1999/07/14,universidad nacional de jujuy,2020/12/08,diseño industrial,,comodoro py,-1
1694,todd klein,m,,melissahamilton@gmail.com,1918/08/12,universidad nacional de jujuy,2021/01/18,licenciatura en sociología ,,bahia creek,-1
1695,stacy spears,f,,mannheather@yahoo.com,1986/07/19,universidad tecnológica nacional,2020/12/27,licenciatura en planificación y diseño del paisaje,,2 de julio,-1
1696,mark cannon,m,,christopherwood@hotmail.com,1987/08/12,universidad tecnológica nacional,2021/01/24,licenciatura en ciencias ambientales,,garin,-1
1697,kara lindsey,f,,danawarren@gmail.com,2008/02/24,universidad nacional de jujuy,2020/11/25,licenciatura en ciencias de la computación,,los antiguos,-1
1698,john fowler,m,,thomasbrandon@hotmail.com,1962/04/14,universidad nacional de jujuy,2020/12/13,licenciatura en psicología,,aldea apeleg,-1
1699,robert sanchez,m,,jameswatson@hotmail.com,1919/07/30,universidad tecnológica nacional,2020/10/17,agronomía,,adela,-1
1700,maria holt,f,,shannonfigueroa@gmail.com,2003/09/18,universidad nacional de jujuy,2020/10/22,licenciatura en musicoterapia,,cañada rica,-1
1701,sarah wilson,f,,jeffrey20@yahoo.com,1956/02/08,universidad nacional de jujuy,2020/09/12,medicina,,9 de julio,-1
1702,tiffany black,f,,sandra90@hotmail.com,1943/05/24,universidad tecnológica nacional,2020/11/12,licenciatura en relaciones del trabajo ,,barcena,-1
1703,kimberly simmons,f,,cjensen@yahoo.com,1980/02/22,universidad tecnológica nacional,2020/09/19,licenciatura en administración ,,aldea escolar,-1
1704,sheila contreras,f,,mario23@gmail.com,1940/04/07,universidad tecnológica nacional,2021/01/21,licenciatura en ciencias de la educación ,,san jose,-1
1705,joseph stevens,m,,brownmichael@gmail.com,1949/12/11,universidad tecnológica nacional,2020/10/12,actuario ,,monte chingolo,-1
1706,megan fowler,f,,ericellis@yahoo.com,1926/07/20,universidad nacional de jujuy,2020/09/02,licenciatura en administración ,,bella vista,-1
1707,jenny ellis,f,,hutchinsonkimberly@hotmail.com,1991/01/09,universidad nacional de jujuy,2020/12/26,medicina,,lomas del mirador,-1
1708,dawn patton,f,,justin18@hotmail.com,1997/11/18,universidad tecnológica nacional,2020/10/13,ingeniería mecánica,,escuela agricola don bosco,-1
1709,diane mitchell,f,,castillonicole@hotmail.com,2015/06/25,universidad nacional de jujuy,2020/12/13,bioquímica,,arroyo castillo,-1
1710,samantha baker,f,,william53@hotmail.com,1961/06/02,universidad nacional de jujuy,2020/09/07,licenciatura en ciencia y tecnología de alimentos,,don torcuato,-1
1711,april jackson,f,,kathleenwaller@gmail.com,2007/01/29,universidad tecnológica nacional,2020/12/12,licenciatura en relaciones del trabajo ,,agua seballe,-1
1712,katherine bryant,f,,joshuasmith@hotmail.com,1956/12/30,universidad tecnológica nacional,2021/01/06,ingeniería mecánica,,campo garay,-1
1713,tina bass,f,,gomezjeremy@hotmail.com,1988/11/13,universidad nacional de jujuy,2021/01/20,diseño industrial,,de la canal,-1
1714,shannon miller,f,,daniellepope@yahoo.com,2000/12/03,universidad tecnológica nacional,2020/09/23,licenciatura en terapia ocupacional,,boulogne,-1
1715,amanda simpson,f,,shawn87@gmail.com,1966/06/10,universidad nacional de jujuy,2020/11/11,bioquímica,,amilgancho,-1
1716,anna decker,f,,jennifer34@hotmail.com,1969/05/25,universidad nacional de jujuy,2020/11/20,bioquímica,,la gama,-1
1717,john butler,m,,jacquelineroberts@gmail.com,1969/10/28,universidad nacional de jujuy,2020/09/09,licenciatura en producción de bioimagenes,,juan vela,-1
1718,cristian nunez,m,,maria04@yahoo.com,2002/06/19,universidad nacional de jujuy,2020/09/11,licenciatura en ciencia política ,,campo santo domingo,-1
1719,shannon chandler,f,,sydneyford@gmail.com,1941/10/14,universidad nacional de jujuy,2020/10/10,farmacia,,colonia lote 12,-1
1720,brandi phillips,f,,mercadodaniel@hotmail.com,1999/01/26,universidad nacional de jujuy,2020/10/20,licenciatura en gestión de agroalimentos,,brea chimpana,-1
1721,elizabeth robinson,f,,lperez@gmail.com,1935/05/19,universidad tecnológica nacional,2020/11/23,licenciatura en ciencias antropológicas,,el gualicho,-1
1722,ricky robinson,m,,fochoa@yahoo.com,1972/12/28,universidad nacional de jujuy,2020/12/23,licenciatura en ciencia política ,,ataliva roca,-1
1723,timothy sanchez,m,,sergiomcclure@hotmail.com,1948/07/08,universidad tecnológica nacional,2020/10/15,licenciatura en kinesiología y fisiatría,,colonia los zapallos,-1
1724,brenda fernandez,f,,ujones@gmail.com,1927/07/22,universidad nacional de jujuy,2020/09/27,contador público ,,algarrobitos 1ro,-1
1725,ashley moore,f,,alice12@hotmail.com,1990/11/23,universidad tecnológica nacional,2020/09/12,licenciatura en ciencias de la educación ,,jose leon suarez,-1
1726,samantha hudson,f,,benjamin66@hotmail.com,1986/08/21,universidad nacional de jujuy,2020/12/17,licenciatura en ciencia política ,,comandante leal,-1
1727,lisa booth,f,,brianpatton@yahoo.com,1919/03/11,universidad tecnológica nacional,2020/10/08,licenciatura en psicología,,la cañada,-1
1728,jennifer murphy,f,,ehiggins@yahoo.com,1945/06/02,universidad tecnológica nacional,2020/11/07,licenciatura en gestión de agroalimentos,,la buana moza,-1
1729,pamela moore,f,,rhenderson@yahoo.com,1931/08/28,universidad nacional de jujuy,2021/01/03,licenciatura en kinesiología y fisiatría,,la dorita,-1
1730,april greene,f,,michaeldoyle@gmail.com,1987/01/17,universidad tecnológica nacional,2020/12/21,licenciatura en artes,,el pimpollo,-1
1731,terri rodriguez,f,,burnsrichard@gmail.com,1929/03/09,universidad tecnológica nacional,2020/10/13,licenciatura en administración ,,colonia los bosques,-1
1732,lisa boone,f,,zmcgrath@gmail.com,1988/03/15,universidad nacional de jujuy,2020/09/02,contador público ,,caminera napaleofu,-1
1733,tracy kemp,f,,lorijohnson@hotmail.com,2016/05/27,universidad nacional de jujuy,2020/11/23,contador público ,,general conesa,-1
1734,matthew garrett,m,,pstone@yahoo.com,1947/06/29,universidad tecnológica nacional,2021/01/23,licenciatura en ciencias de la computación,,albigasta,-1
1735,lori vasquez,f,,davisashley@gmail.com,1949/12/19,universidad tecnológica nacional,2020/11/27,ingeniería electrónica,,adolfo j pomar,-1
1736,benjamin mccoy,m,,xpearson@yahoo.com,1932/11/15,universidad nacional de jujuy,2021/01/20,bioquímica,,cupiles,-1
1737,laurie williamson,f,,jean58@yahoo.com,1907/08/26,universidad nacional de jujuy,2021/01/09,arquitectura,,francisco alvarez,-1
1738,bobby leon,m,,aburton@gmail.com,2019/03/08,universidad nacional de jujuy,2020/10/14,licenciatura en producción de bioimagenes,,aldea san jorge,-1
1739,gary reese,m,,nguyensara@yahoo.com,1973/11/30,universidad nacional de jujuy,2020/09/09,ingeniería mecánica,,capayan,-1
1740,mary lester,f,,randerson@yahoo.com,1920/10/17,universidad tecnológica nacional,2020/12/22,licenciatura en psicología,,abipones,-1
1741,denise chen,f,,courtneywilliams@yahoo.com,2009/03/15,universidad tecnológica nacional,2020/11/13,licenciatura en psicología,,bellocq,-1
1742,eric martinez,m,,wnewman@yahoo.com,2017/01/12,universidad nacional de jujuy,2020/11/03,licenciatura en terapia ocupacional,,cerrillos al sud,-1
1743,carol finley,f,,ahuber@hotmail.com,1978/11/13,universidad tecnológica nacional,2021/01/15,licenciatura en ciencias de la educación ,,buena vista,-1
1744,samuel smith,m,,acooper@gmail.com,1946/04/20,universidad nacional de jujuy,2020/12/13,licenciatura en gestión de agroalimentos,,jose clemente paz,-1
1745,albert coleman,m,,humphreyheather@yahoo.com,1927/07/01,universidad tecnológica nacional,2021/01/29,licenciatura en ciencias antropológicas,,el olivo,-1
1746,michael williams,m,,bryanallison@yahoo.com,1928/08/30,universidad tecnológica nacional,2020/09/20,licenciatura en administración ,,allende,-1
1747,lisa stone,f,,michelle97@yahoo.com,2009/04/17,universidad tecnológica nacional,2020/12/04,licenciatura en ciencias ambientales,,villa numancia,-1
1748,bryan raymond,m,,kristin43@yahoo.com,2019/02/11,universidad tecnológica nacional,2020/09/17,licenciatura en ciencias antropológicas,,alto verde,-1
1749,scott morales,m,,cathylewis@hotmail.com,2008/08/19,universidad tecnológica nacional,2020/11/12,licenciatura en producción de bioimagenes,,almacen cristian schubert,-1
1750,jacqueline mason,f,,harrismichele@hotmail.com,2015/06/27,universidad tecnológica nacional,2020/09/26,ingeniería electrónica,,8 de diciembre,-1
1751,jasmin rocha,f,,williamsmisty@yahoo.com,1935/03/28,universidad nacional de jujuy,2020/09/22,licenciatura en gestión de agroalimentos,,25 de mayo,-1
1752,jennifer mitchell,f,,igreene@gmail.com,1970/02/27,universidad nacional de jujuy,2020/10/19,licenciatura en gestión de agroalimentos,,el espinillo,-1
1753,elizabeth hawkins md,f,,qarnold@yahoo.com,2007/12/12,universidad nacional de jujuy,2020/09/07,farmacia,,abipones,-1
1754,jeremy stevens,m,,wheelerlori@gmail.com,2021/01/13,universidad tecnológica nacional,2020/09/29,licenciatura en ciencias biológicas,,gobernador benegas,-1
1755,julie sloan,f,,sjohnson@hotmail.com,1922/02/09,universidad nacional de jujuy,2020/09/30,licenciatura en ciencias antropológicas,,isla tigre,-1
1756,kimberly rodriguez,f,,willischristine@gmail.com,2011/02/03,universidad nacional de jujuy,2021/01/20,licenciatura en gestión de agroalimentos,,pozo navagan,-1
1757,christopher williams,m,,dwalker@gmail.com,1912/04/12,universidad tecnológica nacional,2020/11/05,licenciatura en ciencias biológicas,,rawson,-1
1758,barbara morales,f,,olivereric@hotmail.com,1953/03/16,universidad tecnológica nacional,2020/09/12,contador público ,,la querencia,-1
1759,mark perry,m,,loganclayton@yahoo.com,1935/11/11,universidad nacional de jujuy,2020/10/03,ingeniería en informática,,arteaga,-1
1760,mitchell byrd,m,,xday@hotmail.com,1974/01/03,universidad tecnológica nacional,2020/11/05,licenciatura en musicoterapia,,arbol solo,-1
1761,lori roberts,f,,olsontracy@yahoo.com,1923/05/16,universidad nacional de jujuy,2020/11/23,farmacia,,3 de mayo,-1
1762,jessica graves,f,,kellydana@hotmail.com,2009/12/24,universidad nacional de jujuy,2020/09/06,arquitectura,,dudignac,-1
1763,james knapp md,m,,vjohnson@gmail.com,1930/10/21,universidad nacional de jujuy,2021/01/20,licenciatura en kinesiología y fisiatría,,cacui,-1
1764,michael hughes,m,,megannunez@hotmail.com,1941/05/12,universidad nacional de jujuy,2021/01/07,licenciatura en musicoterapia,,clason,-1
1765,dalton hodges dds,m,,richardcarroll@yahoo.com,1994/03/10,universidad tecnológica nacional,2020/09/09,licenciatura en ciencias geológicas,,isla,-1
1766,meredith gonzalez,f,,johnlewis@yahoo.com,1930/08/26,universidad tecnológica nacional,2021/01/08,licenciatura en ciencia y tecnología de alimentos,,9 de abril,-1
1767,sarah rose,f,,keithpeters@gmail.com,1976/01/24,universidad tecnológica nacional,2020/12/07,licenciatura en ciencias antropológicas,,agua verde,-1
1768,matthew murphy,m,,edward67@hotmail.com,1918/06/04,universidad nacional de jujuy,2021/01/11,ingeniería mecánica,,sundblad,-1
1769,amy cannon,f,,garrettthomas@yahoo.com,1931/12/24,universidad tecnológica nacional,2020/10/15,bioquímica,,barro negro,-1
1770,frances garcia,f,,kimberlyberger@yahoo.com,1969/04/01,universidad nacional de jujuy,2020/12/17,licenciatura en artes,,capitan bermudez,-1
1771,charles powell,m,,ericathomas@gmail.com,2016/03/07,universidad tecnológica nacional,2020/12/17,técnico para bioterios ,,colonia celina,-1
1772,lisa garza,f,,nroth@gmail.com,1958/04/15,universidad tecnológica nacional,2020/11/13,ingeniería mecánica,,abra,-1
1773,stacy ross,f,,guerrashelby@yahoo.com,1985/12/16,universidad nacional de jujuy,2020/10/11,licenciatura en ciencias de la computación,,larrechea,-1
1774,jacob simmons,m,,xpeterson@hotmail.com,1909/04/07,universidad tecnológica nacional,2020/11/20,licenciatura en artes,,colonia hardy,-1
1775,christian simmons,m,,rbass@yahoo.com,1982/05/15,universidad nacional de jujuy,2021/01/19,licenciatura en ciencias antropológicas,,cañada de gomez,-1
1776,gary gonzalez,m,,barbara10@yahoo.com,1979/04/26,universidad tecnológica nacional,2021/01/25,agronomía,,acostilla,-1
1777,teresa torres,f,,edwardwilson@gmail.com,1944/11/13,universidad tecnológica nacional,2020/10/06,contador público ,,arroyo aleli,-1
1778,sonya macdonald,f,,jmiller@yahoo.com,1981/09/25,universidad tecnológica nacional,2020/12/25,contador público ,,francisco madero,-1
1779,evan sullivan,m,,mhill@yahoo.com,2007/11/12,universidad nacional de jujuy,2020/10/14,bioquímica,,frigorifico cap,-1
1780,jacob booth,m,,ostewart@gmail.com,1958/09/22,universidad nacional de jujuy,2020/12/24,licenciatura en kinesiología y fisiatría,,balcosna,-1
1781,mary moran,f,,brookethomas@yahoo.com,1928/08/08,universidad tecnológica nacional,2021/01/27,licenciatura en ciencias antropológicas,,gente grande,-1
1782,mitchell erickson,m,,jason41@yahoo.com,2001/08/07,universidad nacional de jujuy,2021/01/08,ingeniería mecánica,,colonia pujol,-1
1783,jessica blevins,f,,anthony25@hotmail.com,1962/09/10,universidad tecnológica nacional,2020/09/17,técnico para bioterios ,,balneario atlantida,-1
1784,steven smith,m,,msmith@hotmail.com,1910/08/31,universidad tecnológica nacional,2020/10/31,bioquímica,,caminera,-1
1785,tracy carlson,m,,richmonica@gmail.com,2004/06/12,universidad tecnológica nacional,2020/09/04,licenciatura en psicología,,colonia valdez,-1
1786,michael hernandez,m,,lindsey89@yahoo.com,1997/11/17,universidad tecnológica nacional,2020/11/18,arquitectura,,16 de julio,-1
1787,raymond aguirre,m,,johngriffin@gmail.com,1928/11/18,universidad tecnológica nacional,2020/11/13,ingeniería mecánica,,barrio villa saladillo,-1
1788,tyler lawrence,m,,michael94@gmail.com,1965/10/22,universidad nacional de jujuy,2020/11/22,licenciatura en ciencias de la computación,,cañada la negra,-1
1789,jessica garcia,f,,keithrogers@hotmail.com,1948/07/16,universidad tecnológica nacional,2020/10/30,ingeniería en informática,,9 de julio kilometro 20,-1
1790,megan evans,f,,townsendcharles@yahoo.com,1988/08/28,universidad tecnológica nacional,2020/09/26,agronomía,,arsenal de guerra san lorenzo,-1
1791,levi reed,m,,hernandezjoseph@yahoo.com,1992/09/14,universidad tecnológica nacional,2020/09/17,licenciatura en ciencias de la educación ,,colonia matilde,-1
1792,margaret williams,f,,berrylynn@yahoo.com,1950/10/21,universidad tecnológica nacional,2020/12/18,licenciatura en planificación y diseño del paisaje,,chamical,-1
1793,jacob moran,m,,ashley94@hotmail.com,1988/04/28,universidad tecnológica nacional,2020/12/03,licenciatura en ciencias geológicas,,felicia,-1
1794,cassandra simpson,f,,hudsonmelissa@hotmail.com,1976/01/02,universidad tecnológica nacional,2020/10/24,licenciatura en relaciones del trabajo ,,barrio ferri,-1
1795,david jones,m,,jacksontodd@yahoo.com,1997/11/25,universidad tecnológica nacional,2020/12/26,contador público ,,bajo de los sueldos,-1
1796,john schmidt,m,,christopherfisher@gmail.com,1963/08/15,universidad nacional de jujuy,2020/09/11,licenciatura en administración ,,abramo,-1
1797,kathleen edwards,f,,tracyross@hotmail.com,2015/10/06,universidad tecnológica nacional,2020/11/08,ciencias veterinarias,,concepcion del bermejo,-1
1798,brandon harrison,m,,fernandocarlson@yahoo.com,1941/07/14,universidad nacional de jujuy,2020/11/16,licenciatura en ciencia y tecnología de alimentos,,la colina,-1
1799,sara wood,f,,daniel93@hotmail.com,1999/11/23,universidad nacional de jujuy,2020/09/14,agronomía,,muñiz,-1
1800,jack williams,m,,walshkevin@hotmail.com,1928/12/16,universidad tecnológica nacional,2020/10/15,medicina,,aldea san antonio,-1
1801,susan becker,f,,smithjordan@hotmail.com,1973/08/09,universidad nacional de jujuy,2020/11/24,ciencias veterinarias,,el pingo,-1
1802,matthew white,m,,rodriguezcameron@hotmail.com,1971/12/21,universidad nacional de jujuy,2020/11/05,licenciatura en terapia ocupacional,,bahia tranquila,-1
1803,heather harrison,f,,nicholasshepard@yahoo.com,2007/11/30,universidad nacional de jujuy,2020/11/28,licenciatura en sociología ,,correntoso,-1
1804,susan jackson,f,,alexander84@gmail.com,2015/09/24,universidad tecnológica nacional,2020/10/13,licenciatura en gestión de agroalimentos,,arminda,-1
1805,jesse carroll,m,,ramoseric@gmail.com,1930/09/09,universidad nacional de jujuy,2021/01/15,farmacia,,colonia mabragaña,-1
1806,patricia thompson,f,,margaret71@yahoo.com,1929/10/20,universidad nacional de jujuy,2020/12/16,diseño industrial,,cañada seca,-1
1807,craig cummings,m,,williamstark@yahoo.com,1960/08/13,universidad nacional de jujuy,2020/10/30,licenciatura en ciencias de la educación ,,algarrobo verde,-1
1808,terry ochoa,m,,mariaturner@yahoo.com,1998/04/06,universidad nacional de jujuy,2020/11/16,licenciatura en ciencias ambientales,,arroyo grande,-1
1809,amber mason,f,,deborahmontgomery@yahoo.com,1955/10/18,universidad tecnológica nacional,2020/10/17,licenciatura en ciencias ambientales,,esc nav militar rio sant,-1
1810,courtney flowers,f,,tammygarner@gmail.com,1945/11/23,universidad nacional de jujuy,2020/10/26,licenciatura en relaciones del trabajo ,,centinela,-1
1811,richard ballard,m,,ianjackson@gmail.com,1917/10/17,universidad tecnológica nacional,2020/09/27,licenciatura en producción de bioimagenes,,ambato,-1
1812,jeremy buck,m,,stanleyvincent@gmail.com,1998/01/17,universidad nacional de jujuy,2020/09/12,licenciatura en ciencia y tecnología de alimentos,,cañada de las ovejas,-1
1813,nicholas davila,m,,donna62@hotmail.com,1914/03/25,universidad nacional de jujuy,2020/12/11,técnico para bioterios ,,acerillos,-1
1814,christopher cooper,m,,katiegreen@yahoo.com,1967/12/30,universidad nacional de jujuy,2021/01/10,licenciatura en terapia ocupacional,,cabreria,-1
1815,terry anderson,m,,christopher90@hotmail.com,1949/11/14,universidad nacional de jujuy,2021/01/12,contador público ,,colonia mendez bar,-1
1816,annette powell,f,,robinsonhunter@hotmail.com,1954/09/21,universidad nacional de jujuy,2020/09/10,ingeniería en informática,,america unida,-1
1817,bruce ryan,m,,parkchristy@yahoo.com,2004/07/04,universidad tecnológica nacional,2020/09/10,agronomía,,barrio lencina,-1
1818,anthony maynard,m,,teresasalas@hotmail.com,1952/03/22,universidad tecnológica nacional,2020/11/17,licenciatura en ciencias antropológicas,,campo aristimuño,-1
1819,travis gray,m,,harrydaniel@hotmail.com,1931/05/07,universidad nacional de jujuy,2020/12/02,licenciatura en musicoterapia,,planchada banderita,-1
1820,karla li,f,,michael81@hotmail.com,1913/04/03,universidad nacional de jujuy,2020/10/30,licenciatura en sociología ,,gomez,-1
