university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/09,dalton hodges dds,,m,0,,isla,richardcarroll@yahoo.com,1994/03/10
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021/01/08,meredith gonzalez,,f,0,,9 de abril,johnlewis@yahoo.com,1930/08/26
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/07,sarah rose,,f,0,,agua verde,keithpeters@gmail.com,1976/01/24
universidad tecnológica nacional,bioquímica,2020/10/15,amy cannon,,f,0,,barro negro,garrettthomas@yahoo.com,1931/12/24
universidad tecnológica nacional,técnico para bioterios ,2020/12/17,charles powell,,m,0,,colonia celina,ericathomas@gmail.com,2016/03/07
universidad tecnológica nacional,ingeniería mecánica,2020/11/13,lisa garza,,f,0,,abra,nroth@gmail.com,1958/04/15
universidad tecnológica nacional,licenciatura en artes,2020/11/20,jacob simmons,,m,0,,colonia hardy,xpeterson@hotmail.com,1909/04/07
universidad tecnológica nacional,agronomía,2021/01/25,gary gonzalez,,m,0,,acostilla,barbara10@yahoo.com,1979/04/26
universidad tecnológica nacional,contador público ,2020/10/06,teresa torres,,f,0,,arroyo aleli,edwardwilson@gmail.com,1944/11/13
universidad tecnológica nacional,contador público ,2020/12/25,sonya macdonald,,f,0,,francisco madero,jmiller@yahoo.com,1981/09/25
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/27,mary moran,,f,0,,gente grande,brookethomas@yahoo.com,1928/08/08
universidad tecnológica nacional,técnico para bioterios ,2020/09/17,jessica blevins,,f,0,,balneario atlantida,anthony25@hotmail.com,1962/09/10
universidad tecnológica nacional,bioquímica,2020/10/31,steven smith,,m,0,,caminera,msmith@hotmail.com,1910/08/31
universidad tecnológica nacional,licenciatura en psicología,2020/09/04,tracy carlson,,m,0,,colonia valdez,richmonica@gmail.com,2004/06/12
universidad tecnológica nacional,arquitectura,2020/11/18,michael hernandez,,m,0,,16 de julio,lindsey89@yahoo.com,1997/11/17
universidad tecnológica nacional,ingeniería mecánica,2020/11/13,raymond aguirre,,m,0,,barrio villa saladillo,johngriffin@gmail.com,1928/11/18
universidad tecnológica nacional,ingeniería en informática,2020/10/30,jessica garcia,,f,0,,9 de julio kilometro 20,keithrogers@hotmail.com,1948/07/16
universidad tecnológica nacional,agronomía,2020/09/26,megan evans,,f,0,,arsenal de guerra san lorenzo,townsendcharles@yahoo.com,1988/08/28
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/17,levi reed,,m,0,,colonia matilde,hernandezjoseph@yahoo.com,1992/09/14
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/18,margaret williams,,f,0,,chamical,berrylynn@yahoo.com,1950/10/21
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/03,jacob moran,,m,0,,felicia,ashley94@hotmail.com,1988/04/28
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/24,cassandra simpson,,f,0,,barrio ferri,hudsonmelissa@hotmail.com,1976/01/02
universidad tecnológica nacional,contador público ,2020/12/26,david jones,,m,0,,bajo de los sueldos,jacksontodd@yahoo.com,1997/11/25
universidad tecnológica nacional,ciencias veterinarias,2020/11/08,kathleen edwards,,f,0,,concepcion del bermejo,tracyross@hotmail.com,2015/10/06
universidad tecnológica nacional,medicina,2020/10/15,jack williams,,m,0,,aldea san antonio,walshkevin@hotmail.com,1928/12/16
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/13,susan jackson,,f,0,,arminda,alexander84@gmail.com,2015/09/24
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/17,amber mason,,f,0,,esc nav militar rio sant,deborahmontgomery@yahoo.com,1955/10/18
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/27,richard ballard,,m,0,,ambato,ianjackson@gmail.com,1917/10/17
universidad tecnológica nacional,agronomía,2020/09/10,bruce ryan,,m,0,,barrio lencina,parkchristy@yahoo.com,2004/07/04
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/11/17,anthony maynard,,m,0,,campo aristimuño,teresasalas@hotmail.com,1952/03/22
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/19,cassandra reid,,f,0,,alegre,daniel72@gmail.com,1994/06/26
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/28,erica sanford,,f,0,,general guido,carlsonjason@hotmail.com,1960/02/24
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/08,brian foster,,m,0,,el chumbeau,jstanton@yahoo.com,1938/03/16
universidad tecnológica nacional,farmacia,2020/12/12,christopher lee,,m,0,,almirante brown,uramirez@yahoo.com,1949/05/20
universidad tecnológica nacional,licenciatura en psicología,2020/10/23,david meadows,,m,0,,favelli,meganlambert@yahoo.com,1963/11/05
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/04,matthew carter,,m,0,,general rodriguez,brownanthony@gmail.com,1958/10/12
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/13,april fernandez,,f,0,,crotto,shieldskathryn@yahoo.com,1908/06/22
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/15,robert castillo,,m,0,,candioti,anthony33@gmail.com,1916/04/10
universidad tecnológica nacional,ingeniería electrónica,2020/11/08,anthony bowen,,m,0,,alegre,kaylaschmidt@hotmail.com,1938/07/25
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/04,nicole stone,,f,0,,capilla guadalupe norte,kennethhughes@gmail.com,1949/08/23
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/21,cody gonzalez,,m,0,,fortin lavalle,stephencampbell@gmail.com,1942/10/03
universidad tecnológica nacional,licenciatura en psicología,2020/11/07,alexander brown,,m,0,,campo redondo,ibrown@yahoo.com,1943/09/27
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/08,billy mack,,m,0,,avia terai,phillip80@yahoo.com,2014/10/07
universidad tecnológica nacional,actuario ,2021/01/28,lauren cunningham,,f,0,,colonia nac de alienados,williampineda@yahoo.com,1973/11/28
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/23,heather webb,,f,0,,cabreria,rsteele@gmail.com,1990/05/11
universidad tecnológica nacional,farmacia,2020/10/03,jean williams,,f,0,,boliche lata,nperez@hotmail.com,1932/09/24
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/10,matthew butler,,m,0,,colonia bombal,frobinson@yahoo.com,2004/02/23
universidad tecnológica nacional,técnico para bioterios ,2020/10/20,janice weaver,,f,0,,campo redondo,amandaespinoza@gmail.com,2002/07/12
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021/01/25,phillip santos,,m,0,,aranguren,jessica55@gmail.com,1920/02/05
universidad tecnológica nacional,ingeniería electrónica,2020/12/24,chelsea cooper,,f,0,,ochenta y cuatro,lawsongabrielle@gmail.com,1913/04/30
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/20,joseph lane,,m,0,,colonia bombal,jennifer43@gmail.com,1970/11/08
universidad tecnológica nacional,licenciatura en artes,2020/10/30,melvin williams,,m,0,,la lucila,juan00@gmail.com,1955/12/31
universidad tecnológica nacional,arquitectura,2021/01/22,jordan thompson,,f,0,,correntoso,amyrodriguez@gmail.com,2020/08/29
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/29,matthew fox,,m,0,,carilo,perezcarly@hotmail.com,2003/10/27
universidad tecnológica nacional,bioquímica,2020/11/03,vicki norman,,f,0,,arroyo chalia,courtneykent@yahoo.com,1926/06/22
universidad tecnológica nacional,medicina,2021/01/11,nancy villanueva,,f,0,,11 de septiembre,sarahgreen@gmail.com,1919/11/11
universidad tecnológica nacional,licenciatura en sociología ,2020/10/24,miguel harris,,m,0,,colonia rusa,williamhenderson@hotmail.com,1966/01/03
universidad tecnológica nacional,contador público ,2021/01/20,jodi hudson,,f,0,,palantelen,pjarvis@hotmail.com,1981/09/12
universidad tecnológica nacional,ciencias veterinarias,2020/12/20,isabel davis,,f,0,,el brete,josephmolina@hotmail.com,1920/10/27
universidad tecnológica nacional,medicina,2020/09/15,charles mckee,,m,0,,centella,sandrabowman@yahoo.com,1993/01/03
universidad tecnológica nacional,técnico para bioterios ,2020/10/07,barry mcdowell,,m,0,,villa hipodromo,moorerobert@gmail.com,1936/09/07
universidad tecnológica nacional,contador público ,2020/10/06,phyllis smith,,f,0,,colonia zambungo,jacksonrhonda@yahoo.com,1916/03/03
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/30,autumn norman,,f,0,,agua amarga,heidi63@yahoo.com,1945/05/13
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/04,jonathan howard,,m,0,,el horno,whitethomas@yahoo.com,1934/03/17
universidad tecnológica nacional,licenciatura en sociología ,2021/01/12,cynthia lopez,,f,0,,balderrama,stokeswilliam@gmail.com,1960/09/23
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/22,stacy davis,,f,0,,altamirano,perkinspatrick@yahoo.com,1998/07/19
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/07,eric west,,m,0,,agua verde,judy45@hotmail.com,1964/01/19
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/29,nancy byrd,,f,0,,angelita,fredericklyons@gmail.com,1921/05/29
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/28,jimmy wright,,m,0,,el potrero,nicole00@hotmail.com,1963/08/22
universidad tecnológica nacional,ciencias veterinarias,2020/10/21,david allen,,m,0,,campo el jacaranda,uarias@hotmail.com,1995/03/12
universidad tecnológica nacional,bioquímica,2020/12/02,thomas baker,,m,0,,chovet,hayesrichard@hotmail.com,2017/11/09
universidad tecnológica nacional,ingeniería en informática,2020/11/07,timothy anderson iii,,m,0,,campo calvo,nbrown@hotmail.com,2003/04/23
universidad tecnológica nacional,arquitectura,2021/01/25,elizabeth norris,,f,0,,colonia belgrano,logansamantha@gmail.com,1965/03/02
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/08,laura hernandez,,f,0,,barrio el tontal,bdavidson@yahoo.com,1931/05/02
universidad tecnológica nacional,medicina,2020/10/03,terry jones,,m,0,,colonia santa teresa,tjohnson@gmail.com,1997/06/18
universidad tecnológica nacional,ingeniería mecánica,2020/09/01,billy cooper md,,m,0,,alfalad,vrobbins@yahoo.com,1988/04/19
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/11,jeffrey castaneda,,m,0,,arroyo pastora,chavezoscar@yahoo.com,1931/12/08
universidad tecnológica nacional,licenciatura en psicología,2020/11/12,lisa griffin,,f,0,,cacui,hparks@yahoo.com,2020/02/15
universidad tecnológica nacional,contador público ,2020/12/19,michelle brewer,,f,0,,carlos keen,sextontodd@hotmail.com,2012/07/07
universidad tecnológica nacional,actuario ,2020/12/08,kayla adams,,f,0,,san andres,garciakevin@hotmail.com,1929/04/07
universidad tecnológica nacional,contador público ,2020/11/27,christopher torres,,m,0,,acasape,gregory11@gmail.com,1951/11/29
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/26,sara anderson,,f,0,,abra mayo,gonzalezshawn@yahoo.com,1916/11/22
universidad tecnológica nacional,licenciatura en psicología,2020/12/11,sherry campos,,f,0,,angostura,vancejames@yahoo.com,2006/03/04
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/11,audrey jimenez,,f,0,,sey,jamesanderson@gmail.com,2017/03/06
universidad tecnológica nacional,ingeniería en informática,2020/09/25,mrs. elizabeth ayala md,,f,0,,agua de los manantiales,rochamark@hotmail.com,2012/09/21
universidad tecnológica nacional,contador público ,2020/12/17,keith bell,,m,0,,cañete,monicamiller@gmail.com,2009/03/23
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/06,debbie morrison,,f,0,,canning,adriancastro@yahoo.com,1959/03/01
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/02,elijah price,,m,0,,baterias,johnstonchristopher@yahoo.com,2019/07/14
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/08,nathan ramirez,,m,0,,campamento sol,ramirezgrace@hotmail.com,1994/06/01
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/24,william williams,,m,0,,paso de los andes,katherine35@yahoo.com,1914/07/25
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/07,kimberly thompson,,f,0,,gahan,ngalloway@gmail.com,1987/11/09
universidad tecnológica nacional,actuario ,2020/11/29,ryan williams,,m,0,,abra guazu,ocrawford@yahoo.com,1938/01/03
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/08,james estrada,,m,0,,estacion yerua,natalie44@gmail.com,1906/06/30
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/17,bryan mcdaniel,,m,0,,bajo de los sueldos,gwilliams@hotmail.com,1926/05/13
universidad tecnológica nacional,actuario ,2020/12/03,kelly lopez,,f,0,,campo aristimuño,clinton39@hotmail.com,2010/10/11
universidad tecnológica nacional,ingeniería mecánica,2020/10/13,tyler miles,,m,0,,centenario,matthewjackson@hotmail.com,1913/09/22
universidad tecnológica nacional,actuario ,2020/10/03,sarah livingston,,f,0,,cameron,conniegonzalez@hotmail.com,1968/10/22
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/11/29,brian massey,,m,0,,castilla,pstewart@yahoo.com,1983/05/28
universidad tecnológica nacional,ciencias veterinarias,2020/10/08,robert lopez,,m,0,,adolfo alsina,johnsonantonio@hotmail.com,1981/04/02
universidad tecnológica nacional,licenciatura en psicología,2020/10/13,megan werner,,f,0,,colonia los tres usaris,laura27@gmail.com,1951/09/02
universidad tecnológica nacional,licenciatura en psicología,2021/01/31,john sanchez,,m,0,,girodias,harveyandre@gmail.com,1959/04/17
universidad tecnológica nacional,licenciatura en sociología ,2021/01/13,mr. christopher carlson jr.,,m,0,,agua amarga,cguzman@yahoo.com,1967/07/20
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/06,julia gallegos,,f,0,,calchaqui,cortiz@gmail.com,1973/07/14
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/23,gina oliver,,f,0,,blaquier,michaelpaul@yahoo.com,1974/05/12
universidad tecnológica nacional,licenciatura en psicología,2021/01/13,eric phillips,,m,0,,correa,rosejason@yahoo.com,1915/04/14
universidad tecnológica nacional,diseño industrial,2020/12/27,kimberly wood,,f,0,,comodoro rivadavia,mhayes@gmail.com,2001/05/14
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/17,nancy myers,,f,0,,arturo vatteone,rsharp@hotmail.com,1908/10/25
universidad tecnológica nacional,licenciatura en musicoterapia,2021/02/01,frank hughes,,m,0,,el zorro,rojaskelly@gmail.com,1914/06/27
universidad tecnológica nacional,farmacia,2020/09/06,john harrison,,m,0,,alagon,robert81@yahoo.com,1911/07/28
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/20,robert reed,,m,0,,bombal,gguzman@hotmail.com,1909/04/05
universidad tecnológica nacional,ciencias veterinarias,2020/12/15,jonathan huff,,m,0,,los corredores,christopherfletcher@hotmail.com,1937/12/29
universidad tecnológica nacional,actuario ,2020/12/06,cory perez,,m,0,,bonpland norte,juliamitchell@hotmail.com,1981/03/13
universidad tecnológica nacional,contador público ,2020/12/09,sandra silva,,f,0,,aeropuerto ezeiza,rmay@hotmail.com,2019/11/24
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/02,lori yates,,f,0,,12 de octubre,coreygibson@yahoo.com,2001/02/12
universidad tecnológica nacional,contador público ,2020/10/27,michele sherman,,f,0,,erezcano,emily86@hotmail.com,1989/10/12
universidad tecnológica nacional,licenciatura en psicología,2021/01/23,renee george,,f,0,,corbett,xwilliams@gmail.com,2011/11/07
universidad tecnológica nacional,agronomía,2020/12/07,charles bailey,,m,0,,campo rodriguez,lewismallory@gmail.com,1976/10/20
universidad tecnológica nacional,agronomía,2020/12/29,lisa morrison,,f,0,,arminda,morenojason@yahoo.com,2006/02/17
universidad tecnológica nacional,contador público ,2021/01/11,mark esparza,,m,0,,correa,adkinsmelissa@yahoo.com,2006/02/11
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/14,jesus carney,,m,0,,juan vucetich ex dr r levene,aliciagalvan@yahoo.com,2020/04/05
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/01,regina reyes,,f,0,,el arbolito,taylortony@gmail.com,2021/01/26
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/30,elizabeth mcdaniel,,f,0,,funke,kevin96@yahoo.com,1941/03/28
universidad tecnológica nacional,ciencias veterinarias,2020/09/29,samantha wilson,,f,0,,baños pismanta,dianaross@gmail.com,2019/05/05
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/08,melissa parker,,f,0,,cerana,fjohnson@yahoo.com,2019/12/23
universidad tecnológica nacional,bioquímica,2020/10/23,robert smith,,m,0,,el cipres,kelsey48@yahoo.com,1964/03/01
universidad tecnológica nacional,ingeniería mecánica,2020/09/15,steven johnson,,m,0,,ricardo rojas,sawyerandrew@hotmail.com,2021/08/01
universidad tecnológica nacional,ciencias veterinarias,2021/01/03,linda price,,f,0,,campo monte la viruela,bill63@yahoo.com,1909/01/12
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/18,micheal lopez,,m,0,,ampata,contreraspaul@yahoo.com,1919/11/30
universidad tecnológica nacional,actuario ,2020/10/11,amy miller,,f,0,,colonia josefa,dunncynthia@yahoo.com,1957/08/25
universidad tecnológica nacional,ingeniería mecánica,2020/11/26,jose trujillo,,m,0,,gorchs,dgarcia@hotmail.com,1952/06/01
universidad tecnológica nacional,bioquímica,2021/01/27,jesus reynolds,,m,0,,cinco saltos,cindygarza@yahoo.com,1939/01/18
universidad tecnológica nacional,ingeniería mecánica,2020/09/28,brandon myers,,m,0,,batiruana,bakermary@yahoo.com,1990/04/12
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/13,alvin walker,,m,0,,barrio la union,lyonssydney@gmail.com,1932/09/02
universidad tecnológica nacional,licenciatura en psicología,2021/01/07,corey burton,,m,0,,el cenizo,david48@yahoo.com,1964/01/03
universidad tecnológica nacional,actuario ,2020/10/19,crystal smith,,f,0,,buena nueva,garciawesley@gmail.com,2010/07/27
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/26,tiffany hunter,,f,0,,san mayol,jacobblevins@hotmail.com,1947/04/19
universidad tecnológica nacional,licenciatura en psicología,2020/10/23,robin baker,,f,0,,bella vista,perkinsrobert@yahoo.com,1956/01/29
universidad tecnológica nacional,licenciatura en artes,2020/09/07,hayley lawson,,f,0,,estacion saguier,colonalfred@yahoo.com,1938/12/07
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/18,michelle patterson,,f,0,,villa numancia,dawnwarner@hotmail.com,1926/10/30
universidad tecnológica nacional,licenciatura en sociología ,2020/12/16,kelly reeves,,f,0,,jose leon suarez,silvascott@yahoo.com,2005/12/14
universidad tecnológica nacional,farmacia,2020/12/02,jordan bryant,,f,0,,la lucila,wharris@yahoo.com,1918/01/21
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/09,donna lucas,,f,0,,cañadon de las vacas,sellersrussell@gmail.com,1942/04/13
universidad tecnológica nacional,agronomía,2020/10/12,blake pitts,,m,0,,campo redondo,schneiderlindsey@gmail.com,1975/04/14
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/11,timothy collins,,m,0,,colonia la gaviota,moyermichael@gmail.com,1957/11/05
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/10,nicole myers,,f,0,,bigand,davidcarroll@gmail.com,1915/08/12
universidad tecnológica nacional,farmacia,2020/09/27,tina fuentes,,f,0,,alzaga,carolynnguyen@hotmail.com,1963/05/20
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/01,louis hawkins,,m,0,,9 de julio,troyjenkins@yahoo.com,1987/06/17
universidad tecnológica nacional,ciencias veterinarias,2020/10/10,matthew roberts,,m,0,,don torcuato,williamspenny@hotmail.com,2007/09/07
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/18,mark williams,,m,0,,abramo,bwillis@yahoo.com,1985/10/19
universidad tecnológica nacional,diseño industrial,2020/10/25,aaron wade,,m,0,,girodias,jamesburnett@gmail.com,1924/10/09
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/25,michelle lee,,f,0,,coronel granada,hmiller@yahoo.com,1949/11/02
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/02,christine dominguez,,f,0,,campo la lima,wwhite@hotmail.com,2014/08/01
universidad tecnológica nacional,ciencias veterinarias,2020/11/11,christopher myers,,m,0,,estacion saguier,ortegarobert@hotmail.com,2004/05/15
universidad tecnológica nacional,técnico para bioterios ,2020/09/06,angela newman,,f,0,,anderson,matthewwilliams@yahoo.com,1924/08/18
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/23,kelly williams,,f,0,,kilometro 374,srose@yahoo.com,1918/05/06
universidad tecnológica nacional,licenciatura en administración ,2021/01/09,brian gay,,m,0,,acasape,joanhoover@gmail.com,1958/06/03
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/09,stacey morales,,f,0,,campo crenna,millerlaurie@gmail.com,1925/03/26
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/02,connie macias,,f,0,,cucullu,sharon39@hotmail.com,1990/11/28
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/08,alyssa jones,,f,0,,arturo segui,murphyfrederick@hotmail.com,2007/12/10
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/10,rhonda wilson,,f,0,,abra de pives,penningtonnicholas@gmail.com,2002/06/09
universidad tecnológica nacional,bioquímica,2020/10/09,lance mann,,m,0,,el lenguaraz,esoto@yahoo.com,1979/08/02
universidad tecnológica nacional,licenciatura en administración ,2021/01/07,andrew snyder,,m,0,,alto del saladillo,nathan36@gmail.com,1909/07/12
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/29,katie salinas,,f,0,,ambas puntillas,mrussell@yahoo.com,2005/11/21
universidad tecnológica nacional,farmacia,2020/11/20,kevin lopez,,m,0,,despeñaderos,jennifer26@hotmail.com,1942/06/28
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/12,savannah herman,,f,0,,aguada de guerra,justinmiller@hotmail.com,1998/02/20
universidad tecnológica nacional,ingeniería en informática,2020/10/26,zachary carroll,,m,0,,los gauchos,weaverlisa@gmail.com,1991/12/27
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/11,justin macdonald,,m,0,,rafael castillo,kboyer@gmail.com,1965/01/24
universidad tecnológica nacional,licenciatura en psicología,2021/01/20,edward brown,,m,0,,catamontaña,obriencory@yahoo.com,1918/10/30
universidad tecnológica nacional,ciencias veterinarias,2020/11/26,deborah adams,,f,0,,colonia nueva montevideo,michealbradley@yahoo.com,1923/06/16
universidad tecnológica nacional,ingeniería en informática,2020/09/18,maria avila,,f,0,,bella vista,oluna@yahoo.com,1919/12/08
universidad tecnológica nacional,bioquímica,2020/11/23,jordan jones,,m,0,,la oriental,amberhaynes@gmail.com,1979/09/17
universidad tecnológica nacional,medicina,2020/11/03,rachel green,,f,0,,el pingo,jocelynstewart@gmail.com,1973/05/08
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/16,brittany baker,,f,0,,alegria,ryanwalter@yahoo.com,1910/08/24
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/04,jeremy walker,,m,0,,cervantes,garzasamuel@gmail.com,1980/04/25
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/03,sabrina thompson,,f,0,,estrada,emurphy@yahoo.com,1992/10/03
universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/01,carlos smith,,m,0,,san francisco solano,gibsonandrew@gmail.com,1908/01/21
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/15,stacie hawkins,,f,0,,villa de mayo,deanna19@gmail.com,1988/05/04
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/06,mercedes garcia,,f,0,,aldea maria luisa,bbolton@hotmail.com,1933/06/02
universidad tecnológica nacional,actuario ,2020/11/15,stacy dougherty,,f,0,,cushamen,patricia87@gmail.com,1969/05/02
universidad tecnológica nacional,licenciatura en sociología ,2020/11/30,courtney olsen,,f,0,,centinela,davisstacy@gmail.com,1923/07/29
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/27,jason price,,m,0,,agua cercada,gregorystevens@gmail.com,1951/03/09
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/24,michelle miller,,f,0,,carmen,ohuber@hotmail.com,1939/08/15
universidad tecnológica nacional,actuario ,2020/11/05,joanne frye,,f,0,,abbott,ureese@gmail.com,1962/11/21
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/10,zachary rivas,,m,0,,el jupiter,umoran@gmail.com,1987/11/05
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/17,william thomas,,m,0,,juan vucetich ex dr r levene,zachary69@hotmail.com,2019/01/15
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/28,brandon morgan,,m,0,,balneario claromeco,nsnyder@hotmail.com,1948/05/03
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/18,brian cruz,,m,0,,carahunco,deborah78@gmail.com,2017/12/23
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/11,james rivers,,m,0,,nordelta,johnsonpatricia@yahoo.com,1990/08/21
universidad tecnológica nacional,ingeniería electrónica,2020/10/10,dana torres,,f,0,,barrio don santiago,wcummings@gmail.com,2021/10/30
universidad tecnológica nacional,diseño industrial,2020/11/02,lauren gross,,f,0,,belgrano,maryhartman@gmail.com,1974/01/03
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/26,debra reeves,,f,0,,colonia leiva,huntbrenda@gmail.com,2009/03/29
universidad tecnológica nacional,farmacia,2020/12/02,lisa rogers,,f,0,,aranguren,racheljackson@hotmail.com,1954/07/04
universidad tecnológica nacional,ingeniería electrónica,2020/09/25,kaitlyn cross,,f,0,,aguango,timothy84@gmail.com,1964/11/09
universidad tecnológica nacional,agronomía,2021/01/06,william cox,,m,0,,carmen,kevin10@yahoo.com,1933/01/10
universidad tecnológica nacional,ingeniería electrónica,2020/10/31,kelly beck,,f,0,,colonia la india,glenn26@yahoo.com,1977/03/13
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/08,jennifer gay dds,,f,0,,francisco madero,whitneymary@hotmail.com,1986/09/03
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/10,nathaniel lopez,,m,0,,guillermo e hudson,huntermoreno@hotmail.com,1924/11/05
universidad tecnológica nacional,licenciatura en administración ,2020/10/19,susan mendoza,,f,0,,porvenir,carly50@hotmail.com,1945/01/12
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/03,francisco rowland,,m,0,,coronel pringles,amy69@yahoo.com,1981/10/16
universidad tecnológica nacional,ingeniería electrónica,2021/01/10,dale contreras,,m,0,,abra el candado,brownkyle@hotmail.com,1934/02/16
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/30,andrew stone,,m,0,,san bernardo del tuyu,nicole35@yahoo.com,1920/03/11
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/01,christian wilson,,m,0,,alberto flores,robert75@gmail.com,1924/03/24
